Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Combining Stochastic Grammars and Genetic Programming for Coverage Testing at the System Level","Search-Based Software Engineering","","","","10.1007/978-3-319-09940-8_10","Fitsum Meshesha KifetewRoberto TiellaPaolo Tonella","2014","http://link.springer.com/chapter/10.1007/978-3-319-09940-8_10","Chapter"
"Embedded Functions for Test Design Automation","Hardware and Software: Verification and Testing","","","","10.1007/978-3-319-70389-3_16","George B. Sherwood","2017","http://link.springer.com/chapter/10.1007/978-3-319-70389-3_16","Chapter"
"Computing Unique Input/Output Sequences Using Genetic Algorithms","Formal Approaches to Software Testing","","","","10.1007/978-3-540-24617-6_12","Qiang GuoRobert M. HieronsMark HarmanKarnig Derderian","2004","http://link.springer.com/chapter/10.1007/978-3-540-24617-6_12","Chapter"
"Combining Search-Based and Adaptive Random Testing Strategies for Environment Model-Based Testing of Real-Time Embedded Systems","Search Based Software Engineering","","","","10.1007/978-3-642-33119-0_11","Muhammad Zohaib IqbalAndrea ArcuriLionel Briand","2012","http://link.springer.com/chapter/10.1007/978-3-642-33119-0_11","Chapter"
"Safety Validation of Sense and Avoid Algorithms Using Simulation and Evolutionary Search","Computer Safety, Reliability, and Security","","","","10.1007/978-3-319-10506-2_3","Xueyi ZouRob AlexanderJohn McDermid","2014","http://link.springer.com/chapter/10.1007/978-3-319-10506-2_3","Chapter"
"Automatic Testing of Object-Oriented Software","SOFSEM 2007: Theory and Practice of Computer Science","","","","10.1007/978-3-540-69507-3_9","Bertrand MeyerIlinca CiupaAndreas LeitnerLisa Ling Liu","2007","http://link.springer.com/chapter/10.1007/978-3-540-69507-3_9","Chapter"
"Evolving Human Competitive Spectra-Based Fault Localisation Techniques","Search Based Software Engineering","","","","10.1007/978-3-642-33119-0_18","Shin Yoo","2012","http://link.springer.com/chapter/10.1007/978-3-642-33119-0_18","Chapter"
"Change Detection System for the Maintenance of Automated Testing","Testing Software and Systems","","","","10.1007/978-3-662-44857-1_15","Miroslav Bures","2014","http://link.springer.com/chapter/10.1007/978-3-662-44857-1_15","Chapter"
"Identification and Selection of Interaction Test Scenarios for Integration Testing","System Analysis and Modeling: Theory and Practice","","","","10.1007/978-3-642-36757-1_2","Mohamed MussaFerhat Khendek","2013","http://link.springer.com/chapter/10.1007/978-3-642-36757-1_2","Chapter"
"A Framework for Trust Enabled Software Asset Retrieval","Autonomic and Trusted Computing","","","","10.1007/978-3-642-16576-4_10","YanZhen ZouSiBo CaiMeng LiLijie WangBing Xie","2010","http://link.springer.com/chapter/10.1007/978-3-642-16576-4_10","Chapter"
"Regression Testing for Model Transformations: A Multi-objective Approach","Search Based Software Engineering","","","","10.1007/978-3-642-39742-4_16","Jeffery ShelburgMarouane KessentiniDaniel R. Tauritz","2013","http://link.springer.com/chapter/10.1007/978-3-642-39742-4_16","Chapter"
"Efficient Subdomains for Random Testing","Search Based Software Engineering","","","","10.1007/978-3-642-39742-4_20","Matthew PatrickRob AlexanderManuel OriolJohn A. Clark","2013","http://link.springer.com/chapter/10.1007/978-3-642-39742-4_20","Chapter"
"Mastering Test Generation from Smart Card Software Formal Models","Construction and Analysis of Safe, Secure, and Interoperable Smart Devices","","","","10.1007/978-3-540-30569-9_4","Fabrice BouquetBruno LegeardFabien PeureuxEric Torreborre","2005","http://link.springer.com/chapter/10.1007/978-3-540-30569-9_4","Chapter"
"Reliability Modelling for Fault-Tolerant Software","Software Diversity in Computerized Control Systems","","","","10.1007/978-3-7091-8932-0_8","B. LittlewoodT. Anderson","1988","http://link.springer.com/chapter/10.1007/978-3-7091-8932-0_8","Chapter"
"A Review of Ten Years of the Symposium on Search-Based Software Engineering","Search-Based Software Engineering","","","","10.1007/978-3-030-27455-9_4","Thelma Elita ColanziWesley Klewerton Guez AssunçãoPaulo Roberto FarahSilvia Regina VergilioGiovani Guizzo","2019","http://link.springer.com/chapter/10.1007/978-3-030-27455-9_4","Chapter"
"Testing TLS Using Combinatorial Methods and Execution Framework","Testing Software and Systems","","","","10.1007/978-3-319-67549-7_10","Dimitris E. SimosJosip BozicFeng DuanBernhard GarnKristoffer KleineYu LeiFranz Wotawa","2017","http://link.springer.com/chapter/10.1007/978-3-319-67549-7_10","Chapter"
"CoVeriTest: Cooperative Verifier-Based Testing","Fundamental Approaches to Software Engineering","","","","10.1007/978-3-030-16722-6_23","Dirk BeyerMarie-Christine Jakobs","2019","http://link.springer.com/chapter/10.1007/978-3-030-16722-6_23","Chapter"
"Automated Testing of Distributed and Heterogeneous Systems Based on UML Sequence Diagrams","Software Technologies","","","","10.1007/978-3-319-30142-6_21","Bruno LimaJoão Pascoal Faria","2016","http://link.springer.com/chapter/10.1007/978-3-319-30142-6_21","Chapter"
"IAI Corporate Software Engineering Training & Education Program","Issues in Software Engineering Education","","","","10.1007/978-1-4613-9614-7_31","Jonah Z. LaviMoshe I. Ben PoratAmram Ben-David","1989","http://link.springer.com/chapter/10.1007/978-1-4613-9614-7_31","Chapter"
"A Logic-Based Approach to Combinatorial Testing with Constraints","Tests and Proofs","","","","10.1007/978-3-540-79124-9_6","Andrea CalvagnaAngelo Gargantini","2008","http://link.springer.com/chapter/10.1007/978-3-540-79124-9_6","Chapter"
"An Extensible Open-Source Compiler Infrastructure for Testing","Hardware and Software, Verification and Testing","","","","10.1007/11678779_9","Dan QuinlanShmuel UrRichard Vuduc","2006","http://link.springer.com/chapter/10.1007/11678779_9","Chapter"
"Software Tester, We Want to Hire You! an Analysis of the Demand for Soft Skills","Agile Processes in Software Engineering and Extreme Programming","","","","10.1007/978-3-319-91602-6_4","Raluca FloreaViktoria Stray","2018","http://link.springer.com/chapter/10.1007/978-3-319-91602-6_4","Chapter"
"Information Systems Requirements Specification and Usage in Test Case Generation","Information and Software Technologies","","","","10.1007/978-3-319-11958-8_3","Neringa SipavičienėKristina SmilgytėRimantas Butleris","2014","http://link.springer.com/chapter/10.1007/978-3-319-11958-8_3","Chapter"
"Testing MOFScript Transformations with HandyMOF","Theory and Practice of Model Transformations","","","","10.1007/978-3-319-08789-4_4","Jokin GarcíaMaider AzanzaArantza IrastorzaOscar Díaz","2014","http://link.springer.com/chapter/10.1007/978-3-319-08789-4_4","Chapter"
"Software engineering in the Johns Hopkins university continuing professional programs","Software Engineering Education","","","","10.1007/BFb0043585","V. G. SigillitoB. I. BlumP. H. Loy","1988","http://link.springer.com/chapter/10.1007/BFb0043585","Chapter"
"ReX: Extrapolating Relational Data in a Representative Way","Data Science","","","","10.1007/978-3-319-20424-6_10","Teodora Sandra BudaThomas CerqueusJohn MurphyMorten Kristiansen","2015","http://link.springer.com/chapter/10.1007/978-3-319-20424-6_10","Chapter"
"Regression Test Selection for Testable Classes","Dependable Computing - EDCC 5","","","","10.1007/11408901_33","Eliane MartinsVanessa Gindri Vieira","2005","http://link.springer.com/chapter/10.1007/11408901_33","Chapter"
"Improvements in Coverability Analysis","FME 2002:Formal Methods—Getting IT Right","","","","10.1007/3-540-45614-7_3","Gil RatsabyBaruch SterinShmuel Ur","2002","http://link.springer.com/chapter/10.1007/3-540-45614-7_3","Chapter"
"The IBM Cleanroom software engineering technology transfer program","Software Engineering Education","","","","10.1007/3-540-55963-9_64","Richard C. LingerR. Alan Spangler","1992","http://link.springer.com/chapter/10.1007/3-540-55963-9_64","Chapter"
"Testing of Distributed Service-Oriented Systems","Service-Oriented Computing – ICSOC 2013 Workshops","","","","10.1007/978-3-319-06859-6_50","Faris Nizamic","2014","http://link.springer.com/chapter/10.1007/978-3-319-06859-6_50","Chapter"
"Eclat: Automatic Generation and Classification of Test Inputs","ECOOP 2005 - Object-Oriented Programming","","","","10.1007/11531142_22","Carlos PachecoMichael D. Ernst","2005","http://link.springer.com/chapter/10.1007/11531142_22","Chapter"
"Using Coverage to Deploy Formal Verification in a Simulation World","Computer Aided Verification","","","","10.1007/978-3-642-22110-1_5","Vigyan SinghalPrashant Aggarwal","2011","http://link.springer.com/chapter/10.1007/978-3-642-22110-1_5","Chapter"
"Extending Variability for OCL Interpretation","Model Driven Engineering Languages and Systems","","","","10.1007/978-3-642-16145-2_25","Claas WilkeMichael ThieleChristian Wende","2010","http://link.springer.com/chapter/10.1007/978-3-642-16145-2_25","Chapter"
"Challenges in Aligning Requirements Engineering and Verification in a Large-Scale Industrial Context","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-642-14192-8_14","Giedre SabaliauskaiteAnnabella LoconsoleEmelie EngströmMichael UnterkalmsteinerBjörn RegnellPer RunesonTony GorschekRobert Feldt","2010","http://link.springer.com/chapter/10.1007/978-3-642-14192-8_14","Chapter"
"Challenges for Automated, Model-Based Test Scenario Generation","Information and Software Technologies","","","","10.1007/978-3-030-30275-7_15","Alexander KolchinStepan PotiyenkoThomas Weigert","2019","http://link.springer.com/chapter/10.1007/978-3-030-30275-7_15","Chapter"
"Data Driven Testing of Open Source Software","Leveraging Applications of Formal Methods, Verification and Validation. Specialized Techniques and Applications","","","","10.1007/978-3-662-45231-8_22","Inbal YahavRon S. KenettXiaoying Bai","2014","http://link.springer.com/chapter/10.1007/978-3-662-45231-8_22","Chapter"
"Automatic Model Generation Strategies for Model Transformation Testing","Theory and Practice of Model Transformations","","","","10.1007/978-3-642-02408-5_11","Sagar SenBenoit BaudryJean-Marie Mottu","2009","http://link.springer.com/chapter/10.1007/978-3-642-02408-5_11","Chapter"
"Applications of Model Reuse When Using Estimation of Distribution Algorithms to Test Concurrent Software","Search Based Software Engineering","","","","10.1007/978-3-642-23716-4_12","Jan StauntonJohn A. Clark","2011","http://link.springer.com/chapter/10.1007/978-3-642-23716-4_12","Chapter"
"Random-Weighted Search-Based Multi-objective Optimization Revisited","Search-Based Software Engineering","","","","10.1007/978-3-319-09940-8_14","Shuai WangShaukat AliArnaud Gotlieb","2014","http://link.springer.com/chapter/10.1007/978-3-319-09940-8_14","Chapter"
"Assume-Guarantee Testing of Evolving Software Product Line Architectures","Software Engineering for Resilient Systems","","","","10.1007/978-3-642-33176-3_7","Maurice H. ter BeekHenry MucciniPatrizio Pelliccione","2012","http://link.springer.com/chapter/10.1007/978-3-642-33176-3_7","Chapter"
"Managing Process Diversity by Applying Rationale Management in Variant Rich Processes","Product-Focused Software Process Improvement","","","","10.1007/978-3-642-21843-9_12","Tomás Martínez-RuizFélix GarcíaMario Piattini","2011","http://link.springer.com/chapter/10.1007/978-3-642-21843-9_12","Chapter"
"Defects4J as a Challenge Case for the Search-Based Software Engineering Community","Search-Based Software Engineering","","","","10.1007/978-3-030-59762-7_19","Gregory GayRené Just","2020","http://link.springer.com/chapter/10.1007/978-3-030-59762-7_19","Chapter"
"The Changing Role of the Software Engineer","Systems, Software and Services Process Improvement","","","","10.1007/978-3-030-28005-5_53","Edward MeadeEmma O’KeeffeNiall LyonsDean LynchMurat YilmazUlas GulecRory V. O’ConnorPaul M. Clarke","2019","http://link.springer.com/chapter/10.1007/978-3-030-28005-5_53","Chapter"
"Legion: Best-First Concolic Testing (Competition Contribution)","Fundamental Approaches to Software Engineering","","","","10.1007/978-3-030-45234-6_31","Dongge LiuGidon ErnstToby MurrayBenjamin I. P. Rubinstein","2020","http://link.springer.com/chapter/10.1007/978-3-030-45234-6_31","Chapter"
"Towards Systematic Signature Testing","Testing of Software and Communicating Systems","","","","10.1007/978-3-540-73066-8_19","Sebastian SchmerlHartmut Koenig","2007","http://link.springer.com/chapter/10.1007/978-3-540-73066-8_19","Chapter"
"A Hyper-heuristic for Multi-objective Integration and Test Ordering in Google Guava","Search Based Software Engineering","","","","10.1007/978-3-319-66299-2_15","Giovani GuizzoMosab BazarganiMatheus PaixaoJohn H. Drake","2017","http://link.springer.com/chapter/10.1007/978-3-319-66299-2_15","Chapter"
"Integration of Metamorphic Testing with Program Repair Methods Based on Adaptive Search Strategies and Program Equivalence","Formal Methods and Software Engineering","","","","10.1007/978-3-319-68690-5_25","Tingting WuYunwei DongTsong Yueh ChenMingyue JiangMan LauFei-Ching KuoSebastian Ng","2017","http://link.springer.com/chapter/10.1007/978-3-319-68690-5_25","Chapter"
"TTCN-3 Language Characteristics in Producing Reusable Test Software","Software Reuse: Methods, Techniques, and Tools","","","","10.1007/978-3-540-27799-6_5","Pekka RuuskaMatti Kärki","2004","http://link.springer.com/chapter/10.1007/978-3-540-27799-6_5","Chapter"
"Learning Techniques for Software Verification and Validation","Leveraging Applications of Formal Methods, Verification and Validation. Technologies for Mastering Change","","","","10.1007/978-3-642-34026-0_37","Corina S. PăsăreanuMihaela Bobaru","2012","http://link.springer.com/chapter/10.1007/978-3-642-34026-0_37","Chapter"
"The Security Process Model of Embedded Systems","Grid and Distributed Computing","","","","10.1007/978-3-642-27180-9_40","Shin-Hyeong Choi","2011","http://link.springer.com/chapter/10.1007/978-3-642-27180-9_40","Chapter"
"Refinement of the Test Bed Using Various Prioritization Techniques for Assuring Software-Quality","Computational Intelligence and Information Technology","","","","10.1007/978-3-642-25734-6_113","Rajat Sheel JainAmit Gupta","2011","http://link.springer.com/chapter/10.1007/978-3-642-25734-6_113","Chapter"
"Introducing HCI in Corporate IT Department in a Large Company in Brazil","Human-Computer Interaction – INTERACT 2007","","","","10.1007/978-3-540-74800-7_79","Andre Vinicius Fontes DantasCarlos Freud Alves BatistaCassiano EbertMaíra Greco de PaulaSimone Diniz Junqueira Barbosa","2007","http://link.springer.com/chapter/10.1007/978-3-540-74800-7_79","Chapter"
"A First Step Towards the Web Engineering Body of Knowledge","Web Engineering","","","","10.1007/11531371_74","Antonio NavarroJosé Luis SierraAlfredo Fernández-ValmayorBaltasar Fernández-Manjón","2005","http://link.springer.com/chapter/10.1007/11531371_74","Chapter"
"Automatic Test Data Generation for a Given Set of Applications Using Recurrent Neural Networks","Software Technologies","","","","10.1007/978-3-030-29157-0_14","Ciprian PaduraruMarius-Constantin MelemciucMiruna Paduraru","2019","http://link.springer.com/chapter/10.1007/978-3-030-29157-0_14","Chapter"
"A systematics of software engineering: Structure, terminology and classification of techniques","Program Transformation and Programming Environments","","","","10.1007/978-3-642-46490-4_11","Wolfgang Hesse","1984","http://link.springer.com/chapter/10.1007/978-3-642-46490-4_11","Chapter"
"REAP: Reporting Errors Using Alternative Paths","Programming Languages and Systems","","","","10.1007/978-3-642-54833-8_24","João MatosJoão GarciaPaolo Romano","2014","http://link.springer.com/chapter/10.1007/978-3-642-54833-8_24","Chapter"
"Real-Time Testing with TTCN-3","Testing of Software and Communicating Systems","","","","10.1007/978-3-540-68524-1_20","Diana Alina SerbanescuVictoria MolovataGeorge DinIna SchieferdeckerIlja Radusch","2008","http://link.springer.com/chapter/10.1007/978-3-540-68524-1_20","Chapter"
"Inferring Test Models from Kate’s Bug Reports Using Multi-objective Search","Search-Based Software Engineering","","","","10.1007/978-3-319-22183-0_27","Yuanyuan ZhangMark HarmanYue JiaFederica Sarro","2015","http://link.springer.com/chapter/10.1007/978-3-319-22183-0_27","Chapter"
"The FITTEST Tool Suite for Testing Future Internet Applications","Future Internet Testing","","","","10.1007/978-3-319-07785-7_1","Tanja E. J. VosPaolo TonellaI. S. Wishnu B. PrasetyaPeter M. KruseOnn ShehoryAlessandra BagnatoMark Harman","2014","http://link.springer.com/chapter/10.1007/978-3-319-07785-7_1","Chapter"
"Improving Dynamic Inference with Variable Dependence Graph","Runtime Verification","","","","10.1007/978-3-319-11164-3_25","Anand Yeolekar","2014","http://link.springer.com/chapter/10.1007/978-3-319-11164-3_25","Chapter"
"CppIns: A Source Query Language for Instrumentation","Trustworthy Computing and Services","","","","10.1007/978-3-642-35795-4_63","Ying HeYongjing TaoTian Zhang","2013","http://link.springer.com/chapter/10.1007/978-3-642-35795-4_63","Chapter"
"Contract-Driven Testing of JavaScript Code","Objects, Models, Components, Patterns","","","","10.1007/978-3-642-13953-6_9","Phillip HeideggerPeter Thiemann","2010","http://link.springer.com/chapter/10.1007/978-3-642-13953-6_9","Chapter"
"Corporate software engineering education for six sigma: Course development and assessment of success","Software Engineering Education","","","","10.1007/3-540-55963-9_63","Sandi CokerBud GlickLavon GreenAnneliese von Mayrhauser","1992","http://link.springer.com/chapter/10.1007/3-540-55963-9_63","Chapter"
"Examining Reward Mechanisms for Effective Usage of Application Lifecycle Management Tools","Systems, Software and Services Process Improvement","","","","10.1007/978-3-319-64218-5_21","Çağdaş ÜsfekesMurat YilmazEray TuzunPaul M. ClarkeRory V. O’Connor","2017","http://link.springer.com/chapter/10.1007/978-3-319-64218-5_21","Chapter"
"Software Design-Faults Simulation","Safety and Reliability of Software Based Systems","","","","10.1007/978-1-4471-0921-1_25","Krassimir DjambazovPeter Popov","1997","http://link.springer.com/chapter/10.1007/978-1-4471-0921-1_25","Chapter"
"Single-objective Versus Multi-objectivized Optimization for Evolutionary Crash Reproduction","Search-Based Software Engineering","","","","10.1007/978-3-319-99241-9_18","Mozhan SoltaniPouria DerakhshanfarAnnibale PanichellaXavier DevroeyAndy ZaidmanArie van Deursen","2018","http://link.springer.com/chapter/10.1007/978-3-319-99241-9_18","Chapter"
"Cultural Issues in Distributed Software Development: A Review","On the Move to Meaningful Internet Systems: OTM 2014 Workshops","","","","10.1007/978-3-662-45550-0_45","Alok MishraDeepti Mishra","2014","http://link.springer.com/chapter/10.1007/978-3-662-45550-0_45","Chapter"
"Validating Code-Level Behavior of Dynamic Adaptive Systems in the Face of Uncertainty","Search Based Software Engineering","","","","10.1007/978-3-642-39742-4_8","Erik M. FredericksAndres J. RamirezBetty H. C. Cheng","2013","http://link.springer.com/chapter/10.1007/978-3-642-39742-4_8","Chapter"
"tReductSA – Test Redundancy Reduction Strategy Based on Simulated Annealing","Intelligent Software Methodologies, Tools and Techniques","","","","10.1007/978-3-319-17530-0_16","Kamal Z. ZamliMohd Hafiz Mohd HassinBasem Al-Kazemi","2015","http://link.springer.com/chapter/10.1007/978-3-319-17530-0_16","Chapter"
"Implementing and Applying the Stocks-Carrington Framework for Model-Based Testing","Formal Methods and Software Engineering","","","","10.1007/978-3-642-10373-5_9","Maximiliano CristiáPablo Rodríguez Monetti","2009","http://link.springer.com/chapter/10.1007/978-3-642-10373-5_9","Chapter"
"Comparative Analysis Between Standards Oriented to Web Services: SOAP, REST and GRAPHQL","Applied Technologies","","","","10.1007/978-3-030-42517-3_22","Jaime Sayago HerediaEvelin Flores-GarcíaAndres Recalde Solano","2020","http://link.springer.com/chapter/10.1007/978-3-030-42517-3_22","Chapter"
"The Role of Different Approaches in Inspection Process Improvement","Product-Focused Software Process Improvement","","","","10.1007/978-3-642-02152-7_18","Sami Kollanus","2009","http://link.springer.com/chapter/10.1007/978-3-642-02152-7_18","Chapter"
"Some Recent Work on Multi-objective Approaches to Search-Based Software Engineering","Search Based Software Engineering","","","","10.1007/978-3-642-39742-4_2","Xin Yao","2013","http://link.springer.com/chapter/10.1007/978-3-642-39742-4_2","Chapter"
"CAGE: Customizable Large-Scale SOA Testbeds in the Cloud","Service-Oriented Computing","","","","10.1007/978-3-642-19394-1_9","Lukasz JuszczykDaniel SchallRalph MietznerSchahram DustdarFrank Leymann","2011","http://link.springer.com/chapter/10.1007/978-3-642-19394-1_9","Chapter"
"MachSMT: A Machine Learning-based Algorithm Selector for SMT Solvers","Tools and Algorithms for the Construction and Analysis of Systems","","","","10.1007/978-3-030-72013-1_16","Joseph ScottAina NiemetzMathias PreinerSaeed NejatiVijay Ganesh","2021","http://link.springer.com/chapter/10.1007/978-3-030-72013-1_16","Chapter"
"Experiences of Applying UML/MARTE on Three Industrial Projects","Model Driven Engineering Languages and Systems","","","","10.1007/978-3-642-33666-9_41","Muhammad Zohaib IqbalShaukat AliTao YueLionel Briand","2012","http://link.springer.com/chapter/10.1007/978-3-642-33666-9_41","Chapter"
"Hardware Supported Flexible Monitoring: Early Results","Runtime Verification","","","","10.1007/978-3-642-04694-0_12","Atonia ZhaiGuojin HeMats P. E. Heimdahl","2009","http://link.springer.com/chapter/10.1007/978-3-642-04694-0_12","Chapter"
"Incremental Control Dependency Frontier Exploration for Many-Criteria Test Case Generation","Search-Based Software Engineering","","","","10.1007/978-3-319-99241-9_17","Annibale PanichellaFitsum Meshesha KifetewPaolo Tonella","2018","http://link.springer.com/chapter/10.1007/978-3-319-99241-9_17","Chapter"
"Challenges in Testing Big Data Systems","Software Quality: Quality Intelligence in Software and Systems Engineering","","","","10.1007/978-3-030-35510-4_2","Monika SteidlRuth BreuBenedikt Hupfauf","2020","http://link.springer.com/chapter/10.1007/978-3-030-35510-4_2","Chapter"
"Modernizing the Introduction to Software Engineering Course","ICT Education","","","","10.1007/978-3-030-35629-3_7","Marko Schütz-Schmuck","2020","http://link.springer.com/chapter/10.1007/978-3-030-35629-3_7","Chapter"
"Collecting the Inter Component Interactions in Multithreaded Environment","Advances in Computer Science and Information Technology","","","","10.1007/978-3-642-17857-3_44","Arun MishraAlok ChaurasiaPratik BhadkoliyaArun Misra","2011","http://link.springer.com/chapter/10.1007/978-3-642-17857-3_44","Chapter"
"Many Independent Objective (MIO) Algorithm for Test Suite Generation","Search Based Software Engineering","","","","10.1007/978-3-319-66299-2_1","Andrea Arcuri","2017","http://link.springer.com/chapter/10.1007/978-3-319-66299-2_1","Chapter"
"An Approach for Isolated Testing of Self-Organization Algorithms","Software Engineering for Self-Adaptive Systems III. Assurances","","","","10.1007/978-3-319-74183-3_7","Benedikt EberhardingerGerrit AndersHella SeebachFlorian SiefertAlexander KnappWolfgang Reif","2017","http://link.springer.com/chapter/10.1007/978-3-319-74183-3_7","Chapter"
"A User-Based Method for Speech Interface Development","Universal Acess in Human Computer Interaction. Coping with Diversity","","","","10.1007/978-3-540-73279-2_39","Yael DubinskyTiziana CatarciStephen Kimani","2007","http://link.springer.com/chapter/10.1007/978-3-540-73279-2_39","Chapter"
"Evolutionary Grammar-Based Fuzzing","Search-Based Software Engineering","","","","10.1007/978-3-030-59762-7_8","Martin EberleinYannic NollerThomas VogelLars Grunske","2020","http://link.springer.com/chapter/10.1007/978-3-030-59762-7_8","Chapter"
"Current Practices of Programming Assessment at Higher Learning Institutions","Software Engineering and Computer Systems","","","","10.1007/978-3-642-22170-5_41","Rohaida RomliShahida SulaimanKamal Zuhairi Zamli","2011","http://link.springer.com/chapter/10.1007/978-3-642-22170-5_41","Chapter"
"A Study of the Relationship Between Class Testability and Runtime Properties","Evaluation of Novel Approaches to Software Engineering","","","","10.1007/978-3-319-27218-4_5","Amjed TahirStephen MacDonellJim Buchan","2015","http://link.springer.com/chapter/10.1007/978-3-319-27218-4_5","Chapter"
"CaFé: A Group Process to Rationalize Technologies in Hybrid AAMAS Systems","Engineering Multi-Agent Systems","","","","10.1007/978-3-319-14484-9_12","H. Van Dyke ParunakMarcus HuberRandolph JonesMichael QuistJack Zaientz","2014","http://link.springer.com/chapter/10.1007/978-3-319-14484-9_12","Chapter"
"Essential knowledge for the practising software engineer and the responsibilities of university and industry for her education","Software Engineering Education","","","","10.1007/3-540-58951-1_88","Lin Zucconi Ph.D.","1995","http://link.springer.com/chapter/10.1007/3-540-58951-1_88","Chapter"
"Use of Diversity in Experimental Reactor Safety Systems","Software Diversity in Computerized Control Systems","","","","10.1007/978-3-7091-8932-0_3","Udo Voges","1988","http://link.springer.com/chapter/10.1007/978-3-7091-8932-0_3","Chapter"
"Engineering Cognitive Diversity","Safer Systems","","","","10.1007/978-1-4471-0975-4_7","S. J. WestermanN. M. ShryaneC. M. CrawshawG. R. J. Hockey","1997","http://link.springer.com/chapter/10.1007/978-1-4471-0975-4_7","Chapter"
"Measuring and Maintaining Population Diversity in Search-Based Unit Test Generation","Search-Based Software Engineering","","","","10.1007/978-3-030-59762-7_11","Nasser AlbunianGordon FraserDirk Sudholt","2020","http://link.springer.com/chapter/10.1007/978-3-030-59762-7_11","Chapter"
"Developing Dependable Software Using Prototyping and Test-Diversity","Safe Comp 96","","","","10.1007/978-1-4471-0937-2_8","W. KuhnH. Selami","1997","http://link.springer.com/chapter/10.1007/978-1-4471-0937-2_8","Chapter"
"A Systematic Approach to Generate Diverse Instantiations for Conceptual Schemas","Conceptual Modeling","","","","10.1007/978-3-030-33223-5_42","Loli BurgueñoJordi CabotRobert ClarisóMartin Gogolla","2019","http://link.springer.com/chapter/10.1007/978-3-030-33223-5_42","Chapter"
"Iterative Generation of Diverse Models for Testing Specifications of DSL Tools","Fundamental Approaches to Software Engineering","","","","10.1007/978-3-319-89363-1_13","Oszkár SemeráthDániel Varró","2018","http://link.springer.com/chapter/10.1007/978-3-319-89363-1_13","Chapter"
"Systematic Testing of Graph Transformations: A Practical Approach Based on Graph Patterns","Theory and Practice of Model Transformations","","","","10.1007/978-3-642-38883-5_18","Martin WieberAndy Schürr","2013","http://link.springer.com/chapter/10.1007/978-3-642-38883-5_18","Chapter"
"A Generic Platform for Model-Based Regression Testing","Leveraging Applications of Formal Methods, Verification and Validation. Technologies for Mastering Change","","","","10.1007/978-3-642-34026-0_9","Philipp ZechMichael FeldererPhilipp KalbRuth Breu","2012","http://link.springer.com/chapter/10.1007/978-3-642-34026-0_9","Chapter"
"Experiences with Fault-Injection in a Byzantine Fault-Tolerant Protocol","Middleware 2013","","","","10.1007/978-3-642-45065-5_3","Rolando MartinsRajeev GandhiPriya NarasimhanSoila PertetAntónio CasimiroDiego KreutzPaulo Veríssimo","2013","http://link.springer.com/chapter/10.1007/978-3-642-45065-5_3","Chapter"
"Test Case Generation with PathCrawler/LTest: How to Automate an Industrial Testing Process","Leveraging Applications of Formal Methods, Verification and Validation. Industrial Practice","","","","10.1007/978-3-030-03427-6_12","Sébastien BardinNikolai KosmatovBruno MarreDavid MentréNicky Williams","2018","http://link.springer.com/chapter/10.1007/978-3-030-03427-6_12","Chapter"
"Data-Flow Based Model Analysis and Its Applications","Model-Driven Engineering Languages and Systems","","","","10.1007/978-3-642-41533-3_43","Christian SaadBernhard Bauer","2013","http://link.springer.com/chapter/10.1007/978-3-642-41533-3_43","Chapter"
"Mobile Application Testing in Industrial Contexts: An Exploratory Multiple Case-Study","Intelligent Software Methodologies, Tools and Techniques","","","","10.1007/978-3-319-22689-7_3","Samer ZeinNorsaremah SallehJohn Grundy","2015","http://link.springer.com/chapter/10.1007/978-3-319-22689-7_3","Chapter"
"Requirement-Based Testing - Extracting Logical Test Cases from Requirement Documents","Software Quality: Methods and Tools for Better Software and Systems","","","","10.1007/978-3-319-71440-0_4","Harry M. Sneed","2018","http://link.springer.com/chapter/10.1007/978-3-319-71440-0_4","Chapter"
"Applying GA with Tabu list for Automatically Generating Test Cases Based on Formal Specification","Structured Object-Oriented Formal Language and Method","","","","10.1007/978-3-319-17404-4_2","Yuqin ZhouTaku SugiharaYuji Sato","2015","http://link.springer.com/chapter/10.1007/978-3-319-17404-4_2","Chapter"
"Evaluating an Enterprise Content Management for the Macao Government Agency","ENTERprise Information Systems","","","","10.1007/978-3-642-24355-4_4","F. PongR. WhitfieldJ. Negreiros","2011","http://link.springer.com/chapter/10.1007/978-3-642-24355-4_4","Chapter"
"Elementary Landscape Decomposition of the Test Suite Minimization Problem","Search Based Software Engineering","","","","10.1007/978-3-642-23716-4_7","Francisco ChicanoJavier FerrerEnrique Alba","2011","http://link.springer.com/chapter/10.1007/978-3-642-23716-4_7","Chapter"
"Coverage Criteria for Testing of Object Interactions in Sequence Diagrams","Fundamental Approaches to Software Engineering","","","","10.1007/978-3-540-31984-9_22","Atanas RountevScott KaganJason Sawin","2005","http://link.springer.com/chapter/10.1007/978-3-540-31984-9_22","Chapter"
"Fault-Based Generation of Test Cases from UML-Models – Approach and Some Experiences","Computer Safety, Reliability, and Security","","","","10.1007/978-3-642-24270-0_20","Rupert SchlickWolfgang HerznerElisabeth Jöbstl","2011","http://link.springer.com/chapter/10.1007/978-3-642-24270-0_20","Chapter"
