Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Coverage-biased random exploration of large models and application to testing","International Journal on Software Tools for Technology Transfer","","14","1","10.1007/s10009-011-0190-1","Alain DeniseMarie-Claude GaudelSandrine-Dominique GouraudRichard LassaigneJohan OudinetSylvain Peyronnet","2012","http://link.springer.com/article/10.1007/s10009-011-0190-1","Article"
"Similarity-based prioritization of test case automation","Software Quality Journal","","26","4","10.1007/s11219-017-9401-7","Daniel FlemströmPasqualina PotenaDaniel SundmarkWasif AfzalMarkus Bohlin","2018","http://link.springer.com/article/10.1007/s11219-017-9401-7","Article"
"Testing real-time systems using genetic algorithms","Software Quality Journal","","6","2","10.1023/A:1018551716639","Joachim WegenerHarmen SthamerBryan F. JonesDavid E. Eyres","1997","http://link.springer.com/article/10.1023/A%3A1018551716639","Article"
"Model-based testing of software and systems: recent advances and challenges","International Journal on Software Tools for Technology Transfer","","14","4","10.1007/s10009-012-0240-3","Alexandre PetrenkoAdenilso SimaoJosé Carlos Maldonado","2012","http://link.springer.com/article/10.1007/s10009-012-0240-3","Article"
"Assessing exception handling testing practices in open-source libraries","Empirical Software Engineering","","26","5","10.1007/s10664-021-09983-3","Luan P. LimaLincoln S. RochaCarla I. M. BezerraMatheus Paixao","2021","http://link.springer.com/article/10.1007/s10664-021-09983-3","Article"
"Modeling safety and airworthiness (RTCA DO-178B) information: conceptual model and UML profile","Software & Systems Modeling","","10","3","10.1007/s10270-010-0164-x","Gregory ZoughbiLionel BriandYvan Labiche","2011","http://link.springer.com/article/10.1007/s10270-010-0164-x","Article"
"Analysis of distance functions for similarity-based test suite reduction in the context of model-based testing","Software Quality Journal","","24","2","10.1007/s11219-014-9265-z","Ana Emília Victor Barbosa CoutinhoEmanuela Gadelha CartaxoPatrícia Duarte de Lima Machado","2016","http://link.springer.com/article/10.1007/s11219-014-9265-z","Article"
"Using search-based algorithms for Ajax event sequence generation during testing","Empirical Software Engineering","","16","1","10.1007/s10664-010-9149-1","Alessandro MarchettoPaolo Tonella","2011","http://link.springer.com/article/10.1007/s10664-010-9149-1","Article"
"Editorial for the Topical Issue “Evolution, the New AI Revolution”","SN Computer Science","","2","6","10.1007/s42979-021-00816-0","Anikó EkártAnna Isabel Esparcia-Alcázar","2021","http://link.springer.com/article/10.1007/s42979-021-00816-0","Article"
"Does choice of mutation tool matter?","Software Quality Journal","","25","3","10.1007/s11219-016-9317-7","Rahul GopinathIftekhar AhmedMohammad Amin AlipourCarlos JensenAlex Groce","2017","http://link.springer.com/article/10.1007/s11219-016-9317-7","Article"
"Discussing the applicability of a process core ontology and aspects of its internal quality","Software Quality Journal","","","","10.1007/s11219-022-09592-3","Pablo BeckerMaría Fernanda PapaGuido TebesLuis Olsina","2022","http://link.springer.com/article/10.1007/s11219-022-09592-3","Article"
"A pragmatic approach for hyper-parameter tuning in search-based test case generation","Empirical Software Engineering","","26","6","10.1007/s10664-021-10024-2","Shayan ZamaniHadi Hemmati","2021","http://link.springer.com/article/10.1007/s10664-021-10024-2","Article"
"Knowledge-Sharing Issues in Experimental Software Engineering","Empirical Software Engineering","","9","1 - 2","10.1023/B:EMSE.0000013516.80487.33","Forrest ShullManoel G. MendoncçaVictor BasiliJeffrey CarverJosé C. MaldonadoSandra FabbriGuilherme Horta TravassosMaria Cristina Ferreira","2004","http://link.springer.com/article/10.1023/B%3AEMSE.0000013516.80487.33","Article"
"Data-driven software design with Constraint Oriented Multi-variate Bandit Optimization (COMBO)","Empirical Software Engineering","","25","5","10.1007/s10664-020-09856-1","Rasmus RosMikael Hammar","2020","http://link.springer.com/article/10.1007/s10664-020-09856-1","Article"
"Availability and reliability modeling of VM migration as rejuvenation on a system under varying workload","Software Quality Journal","","28","1","10.1007/s11219-019-09474-1","Matheus TorquatoPaulo MacielMarco Vieira","2020","http://link.springer.com/article/10.1007/s11219-019-09474-1","Article"
"Privacy by designers: software developers’ privacy mindset","Empirical Software Engineering","","23","1","10.1007/s10664-017-9517-1","Irit HadarTomer HassonOshrat AyalonEran TochMichael BirnhackSofia ShermanArod Balissa","2018","http://link.springer.com/article/10.1007/s10664-017-9517-1","Article"
"Classifying generated white-box tests: an exploratory study","Software Quality Journal","","27","3","10.1007/s11219-019-09446-5","Dávid HonfiZoltán Micskei","2019","http://link.springer.com/article/10.1007/s11219-019-09446-5","Article"
"Can Offline Testing of Deep Neural Networks Replace Their Online Testing?","Empirical Software Engineering","","26","5","10.1007/s10664-021-09982-4","Fitash Ul HaqDonghwan ShinShiva NejatiLionel Briand","2021","http://link.springer.com/article/10.1007/s10664-021-09982-4","Article"
"The Relation of Test-Related Factors to Software Quality: A Case Study on Apache Systems","Empirical Software Engineering","","26","2","10.1007/s10664-020-09891-y","Fabiano PecorelliFabio PalombaAndrea De Lucia","2021","http://link.springer.com/article/10.1007/s10664-020-09891-y","Article"
"A partial oracle for uniformity statistics","Software Quality Journal","","27","4","10.1007/s11219-019-09459-0","Krishna PatelRobert M. Hierons","2019","http://link.springer.com/article/10.1007/s11219-019-09459-0","Article"
"Intelligent software-driven immersive environment for online political guiding based on brain-computer interface and autonomous systems","Automated Software Engineering","","29","1","10.1007/s10515-021-00300-2","Yingchun WangWeijun Hu","2022","http://link.springer.com/article/10.1007/s10515-021-00300-2","Article"
"Empirical assessment of generating adversarial configurations for software product lines","Empirical Software Engineering","","26","1","10.1007/s10664-020-09915-7","Paul TempleGilles PerrouinMathieu AcherBattista BiggioJean-Marc JézéquelFabio Roli","2021","http://link.springer.com/article/10.1007/s10664-020-09915-7","Article"
"Test workload measurement and reliability analysis for large commercial software systems","Annals of Software Engineering","","4","1","10.1023/A:1018923012867","Jeff TianJoe Palma","1997","http://link.springer.com/article/10.1023/A%3A1018923012867","Article"
"How to certify machine learning based safety-critical systems? A systematic literature review","Automated Software Engineering","","29","2","10.1007/s10515-022-00337-x","Florian TambonGabriel LabergeLe AnAmin NikanjamPaulina Stevia Nouwou MindomYann PequignotFoutse KhomhGiulio AntoniolEttore MerloFrançois Laviolette","2022","http://link.springer.com/article/10.1007/s10515-022-00337-x","Article"
"A public unified bug dataset for java and its assessment regarding metrics and bug prediction","Software Quality Journal","","28","4","10.1007/s11219-020-09515-0","Rudolf FerencZoltán TóthGergely LadányiIstván SiketTibor Gyimóthy","2020","http://link.springer.com/article/10.1007/s11219-020-09515-0","Article"
"Using test case patterns to estimate software development and quality management cost","Software Quality Journal","","17","3","10.1007/s11219-009-9076-9","Ayman A. IssaFaisal A. Abu RubFadi F. Thabata","2009","http://link.springer.com/article/10.1007/s11219-009-9076-9","Article"
"The many meanings of UML 2 Sequence Diagrams: a survey","Software & Systems Modeling","","10","4","10.1007/s10270-010-0157-9","Zoltán MicskeiHélène Waeselynck","2011","http://link.springer.com/article/10.1007/s10270-010-0157-9","Article"
"Selecting fault revealing mutants","Empirical Software Engineering","","25","1","10.1007/s10664-019-09778-7","Thierry Titcheu ChekamMike PapadakisTegawendé F. BissyandéYves Le TraonKoushik Sen","2020","http://link.springer.com/article/10.1007/s10664-019-09778-7","Article"
"Adversarial genetic programming for cyber security: a rising application domain where GP matters","Genetic Programming and Evolvable Machines","","21","1 - 2","10.1007/s10710-020-09389-y","Una-May O’ReillyJamal ToutouhMarcos PertierraDaniel Prado SanchezDennis GarciaAnthony Erb LuogoJonathan KellyErik Hemberg","2020","http://link.springer.com/article/10.1007/s10710-020-09389-y","Article"
"Evolutionary functional black-box testing in an industrial setting","Software Quality Journal","","21","2","10.1007/s11219-012-9174-y","Tanja E. J. VosFelix F. LindlarBenjamin WilmesAndreas WindischArthur I. BaarsPeter M. KruseHamilton GrossJoachim Wegener","2013","http://link.springer.com/article/10.1007/s11219-012-9174-y","Article"
"A case study on bypass testing of web applications","Empirical Software Engineering","","19","1","10.1007/s10664-012-9216-x","Jeff OffuttVasileios PapadimitriouUpsorn Praphamontripong","2014","http://link.springer.com/article/10.1007/s10664-012-9216-x","Article"
"Evaluation of alternative design choices for evolutionary mutation testing by means of automated configuration","Software Quality Journal","","30","1","10.1007/s11219-020-09530-1","Pedro Delgado-PérezFrancisco Chicano","2022","http://link.springer.com/article/10.1007/s11219-020-09530-1","Article"
"Practitioner’s view of the success factors for software outsourcing partnership formation: an empirical exploration","Empirical Software Engineering","","27","2","10.1007/s10664-021-10044-y","Sikandar AliIrshad Ahmed AbbasiElfatih Elmubarak MustafaFazli WahidJiwei Huang","2022","http://link.springer.com/article/10.1007/s10664-021-10044-y","Article"
"In This Issue","Software Quality Journal","","13","2","10.1007/s11219-005-6212-z","James Bieman","2005","http://link.springer.com/article/10.1007/s11219-005-6212-z","Article"
"Towards improving decision making and estimating the value of decisions in value-based software engineering: the VALUE framework","Software Quality Journal","","26","2","10.1007/s11219-017-9360-z","Emilia MendesPilar RodriguezVitor FreitasSimon BakerMohamed Amine Atoui","2018","http://link.springer.com/article/10.1007/s11219-017-9360-z","Article"
"An industrial case study of classifier ensembles for locating software defects","Software Quality Journal","","19","3","10.1007/s11219-010-9128-1","Ayşe Tosun MısırlıAyşe Başar BenerBurak Turhan","2011","http://link.springer.com/article/10.1007/s11219-010-9128-1","Article"
"Parameter reference immutability: formal definition, inference tool, and comparison","Automated Software Engineering","","16","1","10.1007/s10515-008-0043-7","Shay ArtziAdam KieżunJaime QuinonezMichael D. Ernst","2008","http://link.springer.com/article/10.1007/s10515-008-0043-7","Article"
"Special issue on trustworthy systems and software","Software Quality Journal","","27","3","10.1007/s11219-019-09450-9","Sudipto GhoshZhenyu Chen","2019","http://link.springer.com/article/10.1007/s11219-019-09450-9","Article"
"Testing models and model transformations using classifying terms","Software & Systems Modeling","","17","3","10.1007/s10270-016-0568-3","Frank HilkenMartin GogollaLoli BurgueñoAntonio Vallecillo","2018","http://link.springer.com/article/10.1007/s10270-016-0568-3","Article"
"In this issue","Software Quality Journal","","17","3","10.1007/s11219-009-9078-7","Rachel Harrison","2009","http://link.springer.com/article/10.1007/s11219-009-9078-7","Article"
"Testing variability-intensive systems using automated analysis: an application to Android","Software Quality Journal","","24","2","10.1007/s11219-014-9258-y","José A. GalindoHamilton TurnerDavid BenavidesJules White","2016","http://link.springer.com/article/10.1007/s11219-014-9258-y","Article"
"Big Data and software engineering: prospects for mutual enrichment","Iran Journal of Computer Science","","1","1","10.1007/s42044-017-0003-0","Timothy Arndt","2018","http://link.springer.com/article/10.1007/s42044-017-0003-0","Article"
"MATTER: A tool for generating end-to-end IoT test scripts","Software Quality Journal","","","","10.1007/s11219-021-09565-y","Dario OlianasMaurizio LeottaFilippo Ricca","2021","http://link.springer.com/article/10.1007/s11219-021-09565-y","Article"
"Trace anomalies as precursors of field failures: an empirical study","Empirical Software Engineering","","12","5","10.1007/s10664-007-9042-8","Sebastian ElbaumSatya KanduriAnneliese Andrews","2007","http://link.springer.com/article/10.1007/s10664-007-9042-8","Article"
"Complementary test selection criteria for model-based testing of security components","International Journal on Software Tools for Technology Transfer","","21","4","10.1007/s10009-018-0489-2","Julien BotellaJean-François CapuronFrédéric DadeauElizabeta FourneretBruno LegeardFlorence Schadle","2019","http://link.springer.com/article/10.1007/s10009-018-0489-2","Article"
"Performance Monitoring of Remote Websites Using Mobile Agents","Software Quality Journal","","12","2","10.1023/B:SQJO.0000024061.17122.91","Wen-Kui ChangMin-Hsiang Chuang","2004","http://link.springer.com/article/10.1023/B%3ASQJO.0000024061.17122.91","Article"
"Using human error information for error prevention","Empirical Software Engineering","","23","6","10.1007/s10664-018-9623-8","Wenhua HuJeffrey C. CarverVaibhav AnuGursimran S. WaliaGary L. Bradshaw","2018","http://link.springer.com/article/10.1007/s10664-018-9623-8","Article"
"Further Experiences with Scenarios and Checklists","Empirical Software Engineering","","3","1","10.1023/A:1009735805377","J. MillerM. WoodM. Roper","1998","http://link.springer.com/article/10.1023/A%3A1009735805377","Article"
"State-based models in regression test suite prioritization","Software Quality Journal","","25","3","10.1007/s11219-016-9330-x","Luay TahatBogdan KorelGeorge KoutsogiannakisNada Almasri","2017","http://link.springer.com/article/10.1007/s11219-016-9330-x","Article"
"AFID: an automated approach to collecting software faults","Automated Software Engineering","","17","3","10.1007/s10515-010-0068-6","Alex EdwardsSean TuckerBrian Demsky","2010","http://link.springer.com/article/10.1007/s10515-010-0068-6","Article"
"Learning by sampling: learning behavioral family models from software product lines","Empirical Software Engineering","","26","1","10.1007/s10664-020-09912-w","Carlos Diego Nascimento DamascenoMohammad Reza MousaviAdenilso da Silva Simao","2021","http://link.springer.com/article/10.1007/s10664-020-09912-w","Article"
"Challenges of software process and product quality improvement: catalyzing defect root-cause investigation by process enactment data analysis","Software Quality Journal","","26","2","10.1007/s11219-016-9334-6","Mehmet SöylemezAyca Tarhan","2018","http://link.springer.com/article/10.1007/s11219-016-9334-6","Article"
"Code and commit metrics of developer productivity: a study on team leaders perceptions","Empirical Software Engineering","","25","4","10.1007/s10664-020-09820-z","Edson OliveiraEduardo FernandesIgor SteinmacherMarco CristoTayana ConteAlessandro Garcia","2020","http://link.springer.com/article/10.1007/s10664-020-09820-z","Article"
"TCTracer: Establishing test-to-code traceability links using dynamic and static techniques","Empirical Software Engineering","","27","3","10.1007/s10664-021-10079-1","Robert WhiteJens Krinke","2022","http://link.springer.com/article/10.1007/s10664-021-10079-1","Article"
"Ontology-based metamorphic testing for chatbots","Software Quality Journal","","30","1","10.1007/s11219-020-09544-9","Josip Božić","2022","http://link.springer.com/article/10.1007/s11219-020-09544-9","Article"
"A model-driven engineering approach for supporting questionnaire-based gap analysis processes through application lifecycle management systems","Software Quality Journal","","28","2","10.1007/s11219-019-09479-w","Domenico AmalfitanoVincenzo De SimoneStefano ScalaAnna Rita Fasolino","2020","http://link.springer.com/article/10.1007/s11219-019-09479-w","Article"
"Testing the theory of relative defect proneness for closed-source software","Empirical Software Engineering","","15","6","10.1007/s10664-010-9132-x","Gunes KoruHongfang LiuDongsong ZhangKhaled El Emam","2010","http://link.springer.com/article/10.1007/s10664-010-9132-x","Article"
"Practical experiences in the usage of MIDAS in the logistics domain","International Journal on Software Tools for Technology Transfer","","19","3","10.1007/s10009-016-0430-5","M. A. BarcelonaL. García-BorgoñónG. López-Nicolás","2017","http://link.springer.com/article/10.1007/s10009-016-0430-5","Article"
"Search-based model transformation by example","Software & Systems Modeling","","11","2","10.1007/s10270-010-0175-7","Marouane KessentiniHouari SahraouiMounir BoukadoumOmar Ben Omar","2012","http://link.springer.com/article/10.1007/s10270-010-0175-7","Article"
"Replications of software engineering experiments","Empirical Software Engineering","","19","2","10.1007/s10664-013-9290-8","Jeffrey C. CarverNatalia JuristoMaria Teresa BaldassarreSira Vegas","2014","http://link.springer.com/article/10.1007/s10664-013-9290-8","Article"
"Open-Source Change Logs","Empirical Software Engineering","","9","3","10.1023/B:EMSE.0000027779.70556.d0","Kai ChenStephen R. SchachLiguo YuJeff OffuttGillian Z. Heller","2004","http://link.springer.com/article/10.1023/B%3AEMSE.0000027779.70556.d0","Article"
"Slicing concurrent Java programs using Indus and Kaveri","International Journal on Software Tools for Technology Transfer","","9","5 - 6","10.1007/s10009-007-0043-0","Venkatesh Prasad RanganathJohn Hatcliff","2007","http://link.springer.com/article/10.1007/s10009-007-0043-0","Article"
"Stretching the paradigm for software reliability assurance","Software Quality Journal","","3","1","10.1007/BF00426945","W. W. EverettM. Tortorella","1994","http://link.springer.com/article/10.1007/BF00426945","Article"
"The Impact of an Agile Methodology on the Well Being of Development Teams","Empirical Software Engineering","","11","1","10.1007/s10664-006-5968-5","Sharifah Syed-AbdullahMike HolcombeMarian Gheorge","2006","http://link.springer.com/article/10.1007/s10664-006-5968-5","Article"
"Quality Approaches in a Large Software House","Software Quality Journal","","8","1","10.1023/A:1008922801973","Haiwen LiMargaret RossGraham KingGeoff StaplesMin Jing","1999","http://link.springer.com/article/10.1023/A%3A1008922801973","Article"
"Diversity maximization speedup for localizing faults in single-fault and multi-fault programs","Automated Software Engineering","","23","1","10.1007/s10515-014-0165-z","Xin XiaLiang GongTien-Duy B. LeDavid LoLingxiao JiangHongyu Zhang","2016","http://link.springer.com/article/10.1007/s10515-014-0165-z","Article"
"CoVeriTest: interleaving value and predicate analysis for test-case generation","International Journal on Software Tools for Technology Transfer","","23","6","10.1007/s10009-020-00572-1","Marie-Christine Jakobs","2021","http://link.springer.com/article/10.1007/s10009-020-00572-1","Article"
"Applying design patterns in the search-based optimization of software product line architectures","Software & Systems Modeling","","18","2","10.1007/s10270-017-0614-9","Giovani GuizzoThelma Elita ColanziSilvia Regina Vergilio","2019","http://link.springer.com/article/10.1007/s10270-017-0614-9","Article"
"Memory and resource leak defects and their repairs in Java projects","Empirical Software Engineering","","25","1","10.1007/s10664-019-09731-8","Mohammadreza GhanavatiDiego CostaJanos SeboekDavid LoArtur Andrzejak","2020","http://link.springer.com/article/10.1007/s10664-019-09731-8","Article"
"Planning-based security testing of web applications with attack grammars","Software Quality Journal","","28","1","10.1007/s11219-019-09469-y","Josip BozicFranz Wotawa","2020","http://link.springer.com/article/10.1007/s11219-019-09469-y","Article"
"Correlation of critical success factors with success of software projects: an empirical investigation","Software Quality Journal","","27","1","10.1007/s11219-018-9419-5","Vahid GarousiAyça TarhanDietmar PfahlAhmet CoşkunçayOnur Demirörs","2019","http://link.springer.com/article/10.1007/s11219-018-9419-5","Article"
"The limited impact of individual developer data on software defect prediction","Empirical Software Engineering","","18","3","10.1007/s10664-011-9178-4","Robert M. BellThomas J. OstrandElaine J. Weyuker","2013","http://link.springer.com/article/10.1007/s10664-011-9178-4","Article"
"An empirical investigation of organic software product lines","Empirical Software Engineering","","26","3","10.1007/s10664-021-09940-0","Mikaela CashmanJustin FirestoneMyra B. CohenThammasak ThianniwetWei Niu","2021","http://link.springer.com/article/10.1007/s10664-021-09940-0","Article"
"A PSO-based model to increase the accuracy of software development effort estimation","Software Quality Journal","","21","3","10.1007/s11219-012-9183-x","Vahid Khatibi BardsiriDayang Norhayati Abang JawawiSiti Zaiton Mohd HashimElham Khatibi","2013","http://link.springer.com/article/10.1007/s11219-012-9183-x","Article"
"Effective fault localization of automotive Simulink models: achieving the trade-off between test oracle effort and fault localization accuracy","Empirical Software Engineering","","24","1","10.1007/s10664-018-9611-z","Bing LiuShiva NejatiLuciaLionel C. Briand","2019","http://link.springer.com/article/10.1007/s10664-018-9611-z","Article"
"Designing smart city mobile applications","Empirical Software Engineering","","24","6","10.1007/s10664-019-09723-8","Roselane Silva FariasRenata Maria de SouzaJohn D. McGregorEduardo Santana de Almeida","2019","http://link.springer.com/article/10.1007/s10664-019-09723-8","Article"
"Input validation analysis and testing","Empirical Software Engineering","","11","4","10.1007/s10664-006-9025-1","Jane Huffman HayesJeff Offutt","2006","http://link.springer.com/article/10.1007/s10664-006-9025-1","Article"
"A systematic test case selection methodology for product lines: results and insights from an industrial case study","Empirical Software Engineering","","21","4","10.1007/s10664-014-9345-5","Shuai WangShaukat AliArnaud GotliebMarius Liaaen","2016","http://link.springer.com/article/10.1007/s10664-014-9345-5","Article"
"Comparing the effectiveness of several modeling methods for fault prediction","Empirical Software Engineering","","15","3","10.1007/s10664-009-9111-2","Elaine J. WeyukerThomas J. OstrandRobert M. Bell","2010","http://link.springer.com/article/10.1007/s10664-009-9111-2","Article"
"A comparative study of many-objective evolutionary algorithms for the discovery of software architectures","Empirical Software Engineering","","21","6","10.1007/s10664-015-9399-z","Aurora RamírezJosé Raúl RomeroSebastián Ventura","2016","http://link.springer.com/article/10.1007/s10664-015-9399-z","Article"
"Preface","Annals of Software Engineering","","7","1 - 4","10.1023/A:1018930003723","","1999","http://link.springer.com/article/10.1023/A%3A1018930003723","Article"
"Introduction to the special issue on software maintenance and evolution research","Empirical Software Engineering","","20","5","10.1007/s10664-015-9398-0","Yann-Gaël GuéhéneucTom Mens","2015","http://link.springer.com/article/10.1007/s10664-015-9398-0","Article"
"Program verification and testing technologies","International Journal on Software Tools for Technology Transfer","","16","4","10.1007/s10009-014-0327-0","Tiziana MargariaZongyan QiuHongli Yang","2014","http://link.springer.com/article/10.1007/s10009-014-0327-0","Article"
"Ethical Issues in Empirical Software Engineering: The Limits of Policy","Empirical Software Engineering","","6","2","10.1023/A:1011442319273","Anneliese Amschler AndrewsArundeep S. Pradhan","2001","http://link.springer.com/article/10.1023/A%3A1011442319273","Article"
"Developments in automated verification techniques","International Journal on Software Tools for Technology Transfer","","16","2","10.1007/s10009-013-0297-7","Cormac FlanaganBarbara König","2014","http://link.springer.com/article/10.1007/s10009-013-0297-7","Article"
"In this issue","Software Quality Journal","","27","1","10.1007/s11219-019-09441-w","Rachel Harrison","2019","http://link.springer.com/article/10.1007/s11219-019-09441-w","Article"
"A defect prediction method for software versioning","Software Quality Journal","","16","4","10.1007/s11219-008-9053-8","Yomi KastroAyşe Basar Bener","2008","http://link.springer.com/article/10.1007/s11219-008-9053-8","Article"
"A family of experiments on test-driven development","Empirical Software Engineering","","26","3","10.1007/s10664-020-09895-8","Adrian SantosSira VegasOscar DiesteFernando UyaguariAyşe TosunDavide FucciBurak TurhanGiuseppe ScannielloSimone RomanoItir KaracMarco KuhrmannVladimir MandićRobert RamačDietmar PfahlChristian EngblomJarno Kyykka","2021","http://link.springer.com/article/10.1007/s10664-020-09895-8","Article"
"Automatic generation of built-in contract test drivers","Software & Systems Modeling","","13","3","10.1007/s10270-012-0282-8","Everton L. G. AlvesPatricia D. L. MachadoFranklin Ramalho","2014","http://link.springer.com/article/10.1007/s10270-012-0282-8","Article"
"Studying the co-evolution of production and test code in open source and industrial developer test processes through repository mining","Empirical Software Engineering","","16","3","10.1007/s10664-010-9143-7","Andy ZaidmanBart Van RompaeyArie van DeursenSerge Demeyer","2011","http://link.springer.com/article/10.1007/s10664-010-9143-7","Article"
"Search and similarity based selection of use case scenarios: An empirical study","Empirical Software Engineering","","23","1","10.1007/s10664-017-9500-x","Huihui ZhangShuai WangTao YueShaukat AliChao Liu","2018","http://link.springer.com/article/10.1007/s10664-017-9500-x","Article"
"Modeling variability in the video domain: language and experience report","Software Quality Journal","","27","1","10.1007/s11219-017-9400-8","Mauricio AlférezMathieu AcherJosé A. GalindoBenoit BaudryDavid Benavides","2019","http://link.springer.com/article/10.1007/s11219-017-9400-8","Article"
"Automated test reuse for highly configurable software","Empirical Software Engineering","","25","6","10.1007/s10664-020-09884-x","Stefan FischerGabriela Karoline MichelonRudolf RamlerLukas LinsbauerAlexander Egyed","2020","http://link.springer.com/article/10.1007/s10664-020-09884-x","Article"
"A study of the bi-objective next release problem","Empirical Software Engineering","","16","1","10.1007/s10664-010-9147-3","Juan J. DurilloYuanyuan ZhangEnrique AlbaMark HarmanAntonio J. Nebro","2011","http://link.springer.com/article/10.1007/s10664-010-9147-3","Article"
"Semi-automated metamodel/model co-evolution: a multi-level interactive approach","Software and Systems Modeling","","","","10.1007/s10270-022-00978-2","Wael KessentiniVahid Alizadeh","2022","http://link.springer.com/article/10.1007/s10270-022-00978-2","Article"
"Online Genetic Improvement on the java virtual machine with ECSELR","Genetic Programming and Evolvable Machines","","18","1","10.1007/s10710-016-9278-4","Kwaku Yeboah-AntwiBenoit Baudry","2017","http://link.springer.com/article/10.1007/s10710-016-9278-4","Article"
"The effects of continuous integration on software development: a systematic literature review","Empirical Software Engineering","","27","3","10.1007/s10664-021-10114-1","Eliezio SoaresGustavo SizilioJadson SantosDaniel Alencar da CostaUirá Kulesza","2022","http://link.springer.com/article/10.1007/s10664-021-10114-1","Article"
"DroidLeaks: a comprehensive database of resource leaks in Android apps","Empirical Software Engineering","","24","6","10.1007/s10664-019-09715-8","Yepang LiuJue WangLili WeiChang XuShing-Chi CheungTianyong WuJun YanJian Zhang","2019","http://link.springer.com/article/10.1007/s10664-019-09715-8","Article"
"A multi-objective test data generation approach for mutation testing of feature models","Journal of Software Engineering Research and Development","","4","1","10.1186/s40411-016-0030-9","Rui A. Matnei FilhoSilvia R. Vergilio","2016","http://link.springer.com/article/10.1186/s40411-016-0030-9","Article"
"Frameworks for quality software process: SEI Capability Maturity Model versus ISO 9000","Software Quality Journal","","5","1","10.1007/BF02420941","Hossein SaiedianLaura M. McClanahan","1996","http://link.springer.com/article/10.1007/BF02420941","Article"
"A systematic mapping study on best practices for domain-specific modeling","Software Quality Journal","","28","2","10.1007/s11219-019-09466-1","Gerald CzechMichael MoserJosef Pichler","2020","http://link.springer.com/article/10.1007/s11219-019-09466-1","Article"
"Scripted GUI testing of Android open-source apps: evolution of test code and fragility causes","Empirical Software Engineering","","24","5","10.1007/s10664-019-09722-9","Riccardo CoppolaMaurizio MorisioMarco TorchianoLuca Ardito","2019","http://link.springer.com/article/10.1007/s10664-019-09722-9","Article"
"Observing the clouds: a survey and taxonomy of cloud monitoring","Journal of Cloud Computing","","3","1","10.1186/s13677-014-0024-2","Jonathan Stuart WardAdam Barker","2014","http://link.springer.com/article/10.1186/s13677-014-0024-2","Article"
"Inferring extended finite state machine models from software executions","Empirical Software Engineering","","21","3","10.1007/s10664-015-9367-7","Neil WalkinshawRamsay TaylorJohn Derrick","2016","http://link.springer.com/article/10.1007/s10664-015-9367-7","Article"
"Incremental test data generation for database queries","Automated Software Engineering","","24","4","10.1007/s10515-017-0212-7","María José Suárez-CabalClaudio de la RivaJavier TuyaRaquel Blanco","2017","http://link.springer.com/article/10.1007/s10515-017-0212-7","Article"
"Prioritizing code-smells correction tasks using chemical reaction optimization","Software Quality Journal","","23","2","10.1007/s11219-014-9233-7","Ali OuniMarouane KessentiniSlim BechikhHouari Sahraoui","2015","http://link.springer.com/article/10.1007/s11219-014-9233-7","Article"
"Test Sequence Construction Using Minimum Information on the Tested System","Programming and Computer Software","","31","6","10.1007/s11086-005-0039-z","V. V. Kuliamin","2005","http://link.springer.com/article/10.1007/s11086-005-0039-z","Article"
"Synthesis of probabilistic models for quality-of-service software engineering","Automated Software Engineering","","25","4","10.1007/s10515-018-0235-8","Simos GerasimouRadu CalinescuGiordano Tamburrelli","2018","http://link.springer.com/article/10.1007/s10515-018-0235-8","Article"
"Testing self-healing cyber-physical systems under uncertainty with reinforcement learning: an empirical study","Empirical Software Engineering","","26","3","10.1007/s10664-021-09941-z","Tao MaShaukat AliTao Yue","2021","http://link.springer.com/article/10.1007/s10664-021-09941-z","Article"
"Profiling the operational behavior of OS device drivers","Empirical Software Engineering","","15","4","10.1007/s10664-009-9122-z","Constantin SârbuAndréas JohanssonNeeraj SuriNachiappan Nagappan","2010","http://link.springer.com/article/10.1007/s10664-009-9122-z","Article"
"Defect prediction from static code features: current results, limitations, new approaches","Automated Software Engineering","","17","4","10.1007/s10515-010-0069-5","Tim MenziesZach MiltonBurak TurhanBojan CukicYue JiangAyşe Bener","2010","http://link.springer.com/article/10.1007/s10515-010-0069-5","Article"
"Generating effective tests for concurrent programs via AI automated planning techniques","International Journal on Software Tools for Technology Transfer","","16","1","10.1007/s10009-013-0277-y","Niloofar RazaviAzadeh FarzanSheila A. McIlraith","2014","http://link.springer.com/article/10.1007/s10009-013-0277-y","Article"
"Defect prediction using deep learning with Network Portrait Divergence for software evolution","Empirical Software Engineering","","27","5","10.1007/s10664-022-10147-0","Vijay WalunjGharib GharibiRakan AlanaziYugyung Lee","2022","http://link.springer.com/article/10.1007/s10664-022-10147-0","Article"
"Standing on shoulders or feet? An extended study on the usage of the MSR data papers","Empirical Software Engineering","","25","5","10.1007/s10664-020-09834-7","Zoe KottiKonstantinos KravvaritisKonstantina DritsaDiomidis Spinellis","2020","http://link.springer.com/article/10.1007/s10664-020-09834-7","Article"
"The Automated Refinement of a Requirements Domain Theory","Automated Software Engineering","","8","2","10.1023/A:1008793523863","T.L. McCluskeyM.M. West","2001","http://link.springer.com/article/10.1023/A%3A1008793523863","Article"
