"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"AYAT: A Lightweight and Efficient Code Clone Detection Technique","Y. Giani; L. Ping; S. A. Shah","Software School Tsinghua University, Beijing, China; Software School Tsinghua University, Beijing, China; Dept.of Computer Engineering, Bilkent University, Ankara, Turkey","2022 3rd Asia Conference on Computers and Communications (ACCC)","22 Mar 2023","2022","","","47","52","Code clones make software maintenance more challenging. Detecting bugs in large systems may significantly increase maintenance costs. Despite the fact that several techniques for clone identification have been proposed over the years, the accuracy and scalability of clone detection techniques remain hot research areas. Previously, Akram et al. proposed the DroidCC hybrid technique, where tokens were encoded into MD5 hash values by encoding them into 128-bit fingerprints, and clones were identified by matching identical hash values. Encoding tokens into MD5 hash values take more time due to the large fingerprint size of MD5 hash values. Due to the enormous chunk size, DroidCC cannot achieve higher accuracy. To overcome the weakness of the DroidCC technique, We proposed a novel AYAT a lightweight hybrid technique to detect clones at the fragment level. To speed up the detection process, we converted tokens into 32-bit polynomial values, and we set the chunk size to 5 lines per chunk to improve accuracy. We tested our technique on 10,968 java projects against 4.98 million lines of code. In comparison to the well-known DroidCC technique, it is significantly faster and more efficient. Our examination demonstrates that precision is significantly improved despite sacrificing scalability. AYAT code cloning detection technique has outscored DroidCC in every aspect.","","979-8-3503-3295-7","10.1109/ACCC58361.2022.00015","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10071576","CCD;Software Clone;Software Maintenance;Code-fragment-level clone;Hybrid CCD;Code Similarity detection","Computers;Software maintenance;Java;Codes;Costs;Scalability;Cloning","cryptography;Java;polynomials;program debugging;software maintenance","128-bit fingerprints;32-bit polynomial values;AYAT code cloning detection technique;clone detection techniques;clone identification;code clones;detection process;DroidCC hybrid technique;DroidCC technique;efficient code clone detection technique;enormous chunk size;identical hash values;lightweight code clone detection technique;lightweight hybrid technique;maintenance costs;MD5 hash values;software maintenance","","","","23","IEEE","22 Mar 2023","","","IEEE","IEEE Conferences"
"Automatically Identifying Shared Root Causes of Test Breakages in SAP HANA","G. An; J. Yoon; J. Sohn; J. Hong; D. Hwang; S. Yoo","School of Computing, KAIST, Daejeon, Republic of Korea; School of Computing, KAIST, Daejeon, Republic of Korea; SnT, University of Luxembourg, Luxembourg; SAP Labs Korea, Seoul, Republic of Korea; SAP Labs Korea, Seoul, Republic of Korea; School of Computing, KAIST, Daejeon, Republic of Korea","2022 IEEE/ACM 44th International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP)","17 Jun 2022","2022","","","65","74","Continuous Integration (CI) of a largescale software system such as SAP HANA can produce a non-trivial number of test breakages. Each breakage that newly occurs from daily runs needs to be manually inspected, triaged, and eventually assigned to developers for debugging. However, not all new breakages are unique, as some test breakages would share the same root cause; in addition, human errors can produce duplicate bug tickets for the same root cause. An automated identification of breakages with shared root causes will be able to significantly reduce the cost of the (typically manual) post-breakage steps. This paper investigates multiple similarity functions between test breakages to assist and automate the identification of test breakages that are caused by the same root cause. We consider multiple information sources, such as static (i.e., the code itself), historical (i.e., whether the test results have changed in a similar way in the past), as well as dynamic (i.e., whether the coverage of test cases are similar to each other), for the purpose of such automation. We evaluate a total of 27 individual similarity functions, using realworld CI data of SAP HANA from a six-month period. Further, using these individual similarity functions as in-put features, we construct a classification model that can predict whether two test breakages share the same root cause or not. When trained using ground truth labels extracted from the issue tracker of SAP HANA, our model achieves an F1 score of 0.743 when evaluated using a set of unseen test breakages collected over three months. Our results show that a classification model based on test similarity functions can successfully support the bug triage stage of a CI pipeline.","","978-1-6654-9590-5","10.1145/3510457.3513051","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9793878","Continuous Integration;Test Similarity;Root Cause Analysis","Root cause analysis;Pipelines;Computer bugs;Debugging;Manuals;Predictive models;Feature extraction","learning (artificial intelligence);medical computing;pattern classification;pipelines;program debugging;public domain software","unseen test breakages;test similarity functions;identifying shared root causes;SAP HANA;post-breakage steps;27 individual similarity functions","","","","44","IEEE","17 Jun 2022","","","IEEE","IEEE Conferences"
"Methods for Automatic Web Page Layout Testing and Analysis: A Review","I. Prazina; Š. Bećirović; E. Cogo; V. Okanović","Faculty of Electrical Engineering, University of Sarajevo, Sarajevo, Bosnia and Herzegovina; Faculty of Electrical Engineering, University of Sarajevo, Sarajevo, Bosnia and Herzegovina; Faculty of Electrical Engineering, University of Sarajevo, Sarajevo, Bosnia and Herzegovina; Faculty of Electrical Engineering, University of Sarajevo, Sarajevo, Bosnia and Herzegovina","IEEE Access","15 Feb 2023","2023","11","","13948","13964","Methods for automatic analysis of user interfaces are essential for a wide range of applications in computer science and software engineering. These methods are used in software security, document archiving, human-computer interaction, software engineering, and data science. Even though these methods are essential, no single research systematically lists most of the methods and their characteristics. This paper aims to give an overview of different solutions and their applications in the separate processes of automatic analysis of user interfaces. The main focus is on the techniques that analyze web page layouts and web page structure. Web pages’ style, type of content, and even structure constantly (often drastically) change, as do methods that analyze them. The fact that most methods use very different datasets and web pages of various complexities are some of the reasons that the direct comparison of methods is difficult, if not impossible. Another fact is that the vast applications of methods practically solve similar problems. With these facts in mind, in the paper, we surveyed relevant scientific articles, categorized them, and provided an overview of how these methods have developed over time.","2169-3536","","10.1109/ACCESS.2023.3242549","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10036415","GUI similarity detection;GUI testing;HCI;information retrieval;software engineering","Web pages;Layout;Information retrieval;Graphical user interfaces;Browsers;Human computer interaction;Software engineering","computer network security;document handling;software engineering;user interfaces;Web sites","automatic analysis method;automatic Web page layout testing method;computer science;data science;document archiving;human-computer interaction;separate processes;software engineering;software security;testing analysis;user interfaces;Web page structure","","","","73","CCBY","3 Feb 2023","","","IEEE","IEEE Journals"
"Generating Effective Software Obfuscation Sequences With Reinforcement Learning","H. Wang; S. Wang; D. Xu; X. Zhang; X. Liu","Department of Computer Science and Engineering, HKUST, Hong Kong SAR; Department of Computer Science and Engineering, HKUST, Hong Kong SAR; University of New Hampshire, Durham, NH, USA; University of New Hampshire, Durham, NH, USA; Facebook Inc., Menlo Park, CA, USA","IEEE Transactions on Dependable and Secure Computing","12 May 2022","2022","19","3","1900","1917","Obfuscation is a prevalent security technique which transforms syntactic representation of a program to a complicated form, but still keeps program semantics unchanged. So far, developers heavily rely on obfuscation to harden their products and reduce the risk of adversarial reverse engineering. However, despite its spectacular progress, one crucial hurdle is that each of existing obfuscation method is designed specifically for obfuscating one program feature (e.g., identifier name, control flow), so an effective obfuscation scheme usually composes a considerable amount of different obfuscation methods. Therefore, one primary challenge lies in identifying effective combinations of obfuscation methods. In this research, we propose a principled technique for generating an optimal program obfuscation scheme by adopting a reinforcement learning approach. Given a program and a set of obfuscation transformations, a reinforcement learning model is progressively trained to select a sequence of obfuscation transformations, such that applying each transformation in order toward the program yields the optimal obfuscation result, making programs dissimilar while retaining reasonable instrumentation overhead. Our implementation can directly work on raw binary executables without source code, and our evaluation demonstrates that the trained models can effectively obfuscate executable files with low cost.","1941-0018","","10.1109/TDSC.2020.3041655","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9275317","Software obfuscation;reinforcement learning;reverse engineering;software similarity","Software;Transforms;Reinforcement learning;Reverse engineering;Control systems;Tools;Switches","invasive software;Java;learning (artificial intelligence);program diagnostics;program testing;reverse engineering;security of data;software engineering","reinforcement learning approach;obfuscation transformations;reinforcement learning model;optimal obfuscation result;generating effective software obfuscation sequences;prevalent security technique;program semantics;adversarial reverse engineering;existing obfuscation method;obfuscating;effective obfuscation scheme;different obfuscation methods;effective combinations;optimal program obfuscation scheme","","","","92","IEEE","1 Dec 2020","","","IEEE","IEEE Journals"
"Generation of High-Quality Relevant Judgments through Document Similarity and Document Pooling for the Evaluation of Information Retrieval Systems","M. H. Joseph; S. D. Ravana","Department of Information Systems, Faculty of Computer Science & Information Technology, University of Malaya, Malaysia; Department of Information Systems, Faculty of Computer Science & Information Technology, University of Malaya, Malaysia","2022 14th International Conference on Software, Knowledge, Information Management and Applications (SKIMA)","6 Feb 2023","2022","","","261","265","The Information Retrieval System Evaluation have carried out through Cranfield-paradigm in which the test collections provide the foundation of the evaluation process. The test collections consist of document corpus, topics, and a set of relevance judgements. The relevant judgements are the documents which retrieved from the test collections based on the topics. The precision of the evaluation process is based on the number of relevant documents in the relevant judgement list called qrels. This paper presents a study on how methodologies like pooling and document similarity helps to generate more relevant documents into the relevance judgments set in order to increase the accuracy of the evaluation process. The initial results have shown that combination of pooling with document similarity performs better compared to base clustering or classification.","2573-3214","978-1-6654-9334-5","10.1109/SKIMA57145.2022.10029459","Ministry of Higher Education(grant numbers:FRGS/1/2020/1CT06/UM/02/1); Universiti Malaya(grant numbers:RMFI521-2021); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10029459","Information retrieval;Evaluation;Pooling;Document similarity;Information Systems","Information retrieval;Software;Information management","document handling;information retrieval system evaluation;relevance feedback","Cranfield-paradigm;document pooling;document similarity;high-quality relevant judgments;information retrieval system evaluation;qrels;test collections","","","","15","IEEE","6 Feb 2023","","","IEEE","IEEE Conferences"
"BigCloneBench: A Retrospective and Roadmap","J. Svajlenko; C. K. Roy","NA; Department of Computer, Science University of Saskatchewan, Saskatoon, Canada","2022 IEEE 16th International Workshop on Software Clones (IWSC)","14 Dec 2022","2022","","","8","9","Since BigCloneBench was released in 2014, it has been widely used for evaluating the modern clone detection tools. In this position paper, we outline our observations over the years and our thoughts for next steps. We conclude that BigCloneBench has been an accurate and useful vehicle for evaluating the recall of contemporary clone detection tools and could be further improved for evaluating semantic clone detectors. We observe that its dataset has been used in training innovative machine-learning based approaches to Type-4 clone detection, although it was not specifically designed for this purpose and may not be optimal. We call for more research in task-specific clone benchmarks, including datasets built with ML training in mind.","2572-6587","978-1-6654-8447-3","10.1109/IWSC55060.2022.00009","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9978239","clone detection;code similarity;benchmarks","Training;Conferences;Semantics;Cloning;Machine learning;Detectors;Benchmark testing","learning (artificial intelligence);public domain software;software maintenance;software tools","bigclonebench;clone detection tools;machine-learning based approaches;ML training;semantic clone detectors;task-specific clone benchmarks;Type-4 clone detection","","","","14","IEEE","14 Dec 2022","","","IEEE","IEEE Conferences"
"Revisiting Binary Code Similarity Analysis using Interpretable Feature Engineering and Lessons Learned","D. Kim; E. Kim; S. K. Cha; S. Son; Y. Kim",KAIST; KAIST; KAIST; KAIST; KAIST,"IEEE Transactions on Software Engineering","","2022","PP","99","1","23","Binary code similarity analysis (BCSA) is widely used for diverse security applications such as plagiarism detection, software license violation detection, and vulnerability discovery. Despite the surging research interest in BCSA, it is significantly challenging to perform new research in this field for several reasons. First, most existing approaches focus only on the end results, namely, increasing the success rate of BCSA by adopting uninterpretable machine learning. Moreover, they utilize their own benchmark sharing neither the source code nor the entire dataset. Finally, researchers often use different terminologies or even use the same technique without citing the previous literature properly, which makes it difficult to reproduce or extend previous work. To address these problems, we take a step back from the mainstream and contemplate fundamental research questions for BCSA. Why does a certain technique or a feature show better results than the others? Specifically, we conduct the first systematic study on the basic features used in BCSA by leveraging interpretable feature engineering on a large-scale benchmark. Our study reveals various useful insights on BCSA. For example, we show that a simple interpretable model with a few basic features can achieve a comparable result to that of recent deep learning-based approaches. Furthermore, we show that the way we compile binaries or the correctness of underlying binary analysis tools can significantly affect the performance of BCSA. Lastly, we make all our source code and benchmark public and suggest future directions in this field to help further research.","1939-3520","","10.1109/TSE.2022.3187689","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9813408","Binary code similarity analysis;similarity measures;feature evaluation and selection;benchmark","Benchmark testing;Computer architecture;Binary codes;Syntactics;Semantics;Licenses;Market research","","","","1","","","CCBY","1 Jul 2022","","","IEEE","IEEE Early Access Articles"
"Diversity-by-Design for Dependable and Secure Cyber-Physical Systems: A Survey","Q. Zhang; A. Z. Mohammed; Z. Wan; J. -H. Cho; T. J. Moore","Department of Computer Science, Virginia Tech, Falls Church, VA, USA; Bradley Department of Electrical and Computer Engineering, Virginia Tech, Arlington, VA, USA; Department of Computer Science, Virginia Tech, Falls Church, VA, USA; Department of Computer Science, Virginia Tech, Falls Church, VA, USA; Network Science Division, U.S. Army Research Laboratory, Adelphi, MD, USA","IEEE Transactions on Network and Service Management","10 Mar 2022","2022","19","1","706","728","Diversity-based security approaches have been studied for several decades since the 1970s. The concept of diversity-by-design emerged in the 1980s. Since then, diversity-based system design research has been explored to provide more secure and dependable services in cyber-physical systems (CPSs). In this work, we are particularly interested in providing an in-depth, comprehensive survey of existing diversity-based approaches, their insights, and associated future work directions for building secure and dependable CPSs. This will allow us to provide promising ways of providing quality network and services based on key diversity-by-design principles for those who want to conduct research on developing secure and dependable CPSs using diversity as a system design feature. This survey paper mainly provides: (i) The common concept of diversity based on its multidisciplinary nature along with the historical evolution of the concept of diversity-by-design for providing secure and dependable services; (ii) the key diversity-by-design principles; (iii) the key benefits and caveats of using the diversity-by-design; (iv) the main concerns of CPS environments utilizing the diversity-by-design; (v) an extensive survey and discussions of existing diversity-based approaches based on five different classifications; (vi) the types of attacks considered by diversity-based approaches; (vii) the overall trends of evaluation methodologies used for diversity-based approaches, in terms of metrics, datasets, and testbeds; and (viii) the insights, lessons, and gaps identified from this extensive survey and future work directions.","1932-4537","","10.1109/TNSM.2021.3091391","Army Research Office(grant numbers:W91NF-20-2-0140); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9462505","Diversity-by-design;software diversity;heterogeneity;security;dependability;cyber-physical systems","Security;Software;Measurement;Viruses (medical);Software as a service;Programming;Hardware","cyber-physical systems;security of data","cyber-physical system security;diversity-based system design;diversity-by-design;system design feature;diversity-based security","","","","182","IEEE","22 Jun 2021","","","IEEE","IEEE Journals"
"Multi-objective Grammar-guided Genetic Programming with Code Similarity Measurement for Program Synthesis","N. Tao; A. Ventresque; T. Saber","School of Computer Science, University College, Dublin, Ireland; School of Computer Science, University College, Dublin, Ireland; Lerothe Irish Software Research Centre","2022 IEEE Congress on Evolutionary Computation (CEC)","6 Sep 2022","2022","","","1","8","Grammar-Guided Genetic Programming (G3P) is widely recognised as one of the most successful approaches for program synthesis, i.e., the task of automatically discovering an executable piece of code given user intent. G3P has been shown capable of successfully evolving programs in arbitrary languages that solve several program synthesis problems based only on a set of input/output examples. Despite its success, the restriction on the evolutionary system to only leverage input/output error rate during its assessment of the programs it derives limits its scalabil-ity to larger and more complex program synthesis problems. With the growing number and size of open software repositories and generative artificial intelligence approaches, there is a sizeable and growing number of approaches for retrieving/generating source code (potentially several partial snippets) based on textual problem descriptions. Therefore, it is now, more than ever, time to introduce G3P to other means of user intent (particularly textual problem descriptions). In this paper, we would like to assess the potential for G3P to evolve programs based on their similarity to particular target codes of interest (obtained using some code retrieval/generative approach). Through our experimental evaluation on a well-known program synthesis benchmark, we have shown that G3P successfully manages to evolve some of the desired programs with all four considered similarity measures. However, in its default configuration, G3P is not as successful with similarity measures as it is with the classical input/output error rate when solving program synthesis problems. Therefore, we propose a novel multi-objective G3P approach that combines the similarity to the target program and the traditional input/output error rate. Our experiments show that compared to the error-based G3P, the multi-objective G3P approach could improve the success rate of specific problems and has great potential to improve on the traditional G3P system.","","978-1-6654-6708-7","10.1109/CEC55065.2022.9870312","Science Foundation Ireland(grant numbers:13/RC/2094_P2); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9870312","Program Synthesis;Grammar-Guided Genetic Programming;Code Similarity;Multi-Objective Optimization","Codes;Error analysis;Measurement uncertainty;Genetic programming;Evolutionary computation;Benchmark testing;Software","artificial intelligence;context-free grammars;data mining;evolutionary computation;genetic algorithms;grammars","code given user intent;larger program synthesis problems;more complex program synthesis problems;generative artificial intelligence approaches;source code;particularly textual problem descriptions;particular target codes;well-known program synthesis benchmark;desired programs;considered similarity measures;solving program synthesis problems;novel multiobjective G3P approach;target program;error-based G3P;traditional G3P system;multiobjective grammar-guided Genetic Programming;code similarity measurement;successful approaches","","1","","33","IEEE","6 Sep 2022","","","IEEE","IEEE Conferences"
"Revisiting Object Similarity-based Patch Ranking in Automated Program Repair: An Extensive Study","A. Ghanbari","Iowa State University, Ames, IA, USA","2022 IEEE/ACM International Workshop on Automated Program Repair (APR)","4 Jul 2022","2022","","","16","23","Test-based generate-and-validate automated program repair (APR) systems often generate plausible patches that pass the test suite without fixing the bug. So far, several approaches for automatic assessment of the APR-generated patches are proposed. Among them, dynamic patch correctness assessment relies on comparing run-time information obtained from the program before and after patching. Object similarity-based dynamic patch ranking approaches, specifically, capture system state snapshots after the impact point of patches and express behavior differences in term of object graphs similarities. Dynamic approaches rely on the assumption that, when running the originally passing test cases, the correct patches will not alter the program behavior in a significant way, but such patches will significantly change program behavior for the failing test cases. This paper presents the results of an extensive empirical study on two object similarity-based approaches, i.e., ObjSim and CIP, to rank 1,290 APR-generated patches, used in previous APR research. We found that although ObjSim outperforms CIP, in terms of the number of patches ranked in top-1 position, it still does not offer an improvement over random baseline ranking, representing the setting with no automatic patch correctness assessment in place. This observation warrants further research on the validity of the assumptions underlying these two techniques and the techniques based on similar assumptions.","","978-1-4503-9285-3","10.1145/3524459.3527354","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9809091","Automated Program Repair;Patch Ranking;Object Similarity","Conferences;Computer bugs;Maintenance engineering;Behavioral sciences","graph theory;program debugging;program testing;software maintenance","object similarity-based patch ranking;generate-and-validate automated program repair systems;plausible patches;test suite;dynamic patch correctness assessment;patching;object similarity-based dynamic patch ranking approaches;capture system state snapshots;object graphs similarities;dynamic approaches;originally passing test cases;correct patches;program behavior;extensive empirical study;1 APR-generated patches;290 APR-generated patches;previous APR research;automatic patch correctness assessment;similar assumptions","","","","44","","4 Jul 2022","","","IEEE","IEEE Conferences"
"A Label Similarity Attention Mechanism for Multi-label Emotion Recognition","L. Li; F. Liu; J. Huang","College of Software Engineering, Chongqing University of Posts and Telecommunications, Chongqing, China; College of Software Engineering, Chongqing University of Posts and Telecommunications, Chongqing, China; College of Software Engineering, Chongqing University of Posts and Telecommunications, Chongqing, China","2022 3rd International Conference on Electronic Communication and Artificial Intelligence (IWECAI)","11 Apr 2022","2022","","","392","396","In recent years, multi-label emotion recognition has attracted more and more attention, and its purpose is to identify the emotional state of a text, such as happiness and like. At present, most of the methods to solve the problem of multi-label emotion recognition focus on analyzing the semantics of the text, ignoring the semantic information brought by emotion tags, and not modeling the semantic relationship between emotion labels and text. In this paper, a method of multi-label emotion recognition based on label similarity attention mechanism is proposed. In this method, bidirectional LSTM (Long Short-Term Memory) is used to obtain the context knowledge of the text, so as to achieve the purpose of learning the global information of the text. The label features are learned by the label encoder. The label similarity attention mechanism is used to obtain the correlation matrix between the label and the word representation, and further strengthen the semantic information. At the same time, CNN (Convolutional Neural Networks) is used to obtain local semantic information. The semantic representation of sentences is enriched. Finally, emotion recognition is carried out through the classifier. In the classifier, this paper proposes a joint loss function, which enables the model to learn the emotional characteristics of texts and labels at the same time. The model combines the global and local information of the text to show the semantic relationship between the text and the emotional label. The experimental results on the NLPCC2014Task1 dataset show that the proposed model has a certain performance improvement compared with the benchmark method.","","978-1-6654-7997-4","10.1109/IWECAI55315.2022.00083","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9750847","Multi-label classification;Sentiment classification;Attention mechanism","Emotion recognition;Analytical models;Correlation;Codes;Semantics;Blogs;Benchmark testing","convolutional neural nets;emotion recognition;feature extraction;learning (artificial intelligence);matrix algebra;pattern classification;recurrent neural nets;word processing","attention mechanism;emotional state;multilabel emotion recognition focus;semantic information;label features;label encoder;emotional label;bidirectional LSTM;context knowledge;global information;correlation matrix;word representation;CNN","","","","12","IEEE","11 Apr 2022","","","IEEE","IEEE Conferences"
"VulMiningBGS: Detection of overflow vulnerabilities based on graph similarity","Z. Yu; J. Xue; X. Sun; W. Wang; Y. Song; L. Chen; Z. Qin","School of Cyber Science and Engineering Southeast University, Nanjing, China; School of Cyber Science and Engineering Southeast University, Nanjing, China; Internet Technology Center, State Grid Zhejiang Electric Power Co., Ltd. Research Institute, Hangzhou, China; Internet Department, State Grid Zhejiang Electric Power Co., Ltd., Hangzhou, China; School of Cyber Science and Engineering Southeast University, Nanjing, China; School of Cyber Science and Engineering Southeast University, Nanjing, China; School of Cyber Science and Engineering Southeast University, Nanjing, China","2022 18th International Conference on Computational Intelligence and Security (CIS)","7 Apr 2023","2022","","","386","390","The increasing number of software vulnerabilities pose serious security attacks and lead to system compromise, information leakage or denial of service. It is a challenge to further improve the vulnerability detection technique. Nowadays most applications are implemented using C/C++. In this paper we focus on the detection of overflow vulnerabilities in C/C++ source code. A novel scheme named VulMiningBGS (Vulnerability Mining Based on Graph Similarity) is proposed. We convert the source code into Top N-Weighted Range Sum Feature Graph (TN-WRSFG), and graph similarity comparisons based on source code level can be effectively carried on to detect possible vulnerabilities. Three categories of vulnerabilities in the Juliet test suite are used, i.e., CWE121, CWE122 and CWE190, with four indicators for performance evaluation (precision, recall, accuracy and F1_score). Experimental results show that our scheme outperforms the traditional methods, and is effective in the overflow vulnerability detection for C/C++ source code.","","979-8-3503-4627-5","10.1109/CIS58238.2022.00087","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10091381","vulnerability detection;graph similarity comparison;weighted range sum feature graph","Performance evaluation;Deep learning;Source coding;Feature extraction;Software;Security;Computational intelligence","","","","","","15","IEEE","7 Apr 2023","","","IEEE","IEEE Conferences"
"Exploiting Temporal Data Diversity for Detecting Safety-critical Faults in AV Compute Systems","S. Jha; S. Cui; T. Tsai; S. K. S. Hari; M. B. Sullivan; Z. T. Kalbarczyk; S. W. Keckler; R. K. Iyer",UIUC; UIUC; NVIDIA; NVIDIA; NVIDIA; UIUC; NVIDIA; UIUC,"2022 52nd Annual IEEE/IFIP International Conference on Dependable Systems and Networks (DSN)","25 Jul 2022","2022","","","88","100","Silent data corruption caused by random hardware faults in autonomous vehicle (AV) computational elements is a significant threat to vehicle safety. Previous research has explored design diversity, data diversity, and duplication techniques to detect such faults in other safety-critical domains. However, these are challenging to use for AVs in practice due to significant resource overhead and design complexity. We propose, DiverseAV, a low-cost data-diversity-based redundancy technique for detecting safety-critical random hardware faults in computational elements. DiverseAV introduces data-diversity between the redundant agents by exploiting the temporal semantic consistency available in the AV sensor data. DiverseAV is a black-box technique that offers a plug-and-play solution as it requires no knowledge of the internals of the AI agent responsible for executing driving decisions, requiring little to no modification to the agent itself for achieving high coverage of transient and permanent hardware faults. It is commercially viable because it avoids software modifications to agents that are costly in terms of development and testing time. Specifically, DiverseAV distributes the sensor data between the two software agents in a round-robin manner. As a result, the sensor data for two consecutive time steps are semantically similar in terms of their worldview but significantly different at the bit level, thus ensuring the state and data diversity between the two agents necessary for detecting faults. We demonstrate DiverseAV using an open-source self-driving AI agent which is controlling a car in an open-source world simulator.","2158-3927","978-1-6654-1693-1","10.1109/DSN53405.2022.00021","National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9833576","","Redundancy;Vehicle safety;Semantics;Hardware;Software agents;Complexity theory;Artificial intelligence","automobiles;control engineering computing;fault diagnosis;mobile robots;road safety;safety-critical software;software agents;software fault tolerance;traffic engineering computing","autonomous vehicle computational elements;vehicle safety;safety-critical domains;DiverseAV;low-cost data-diversity-based redundancy technique;redundant agents;temporal semantic consistency;AV sensor data;black-box technique;temporal data diversity;AV compute systems;silent data corruption;safety-critical fault detection;safety-critical random hardware fault detection;plug-and-play solution;software agents;open-source self-driving AI agent;car;open-source world simulator","","2","","70","IEEE","25 Jul 2022","","","IEEE","IEEE Conferences"
"BEDIVFUZZ: Integrating Behavioral Diversity into Generator-based Fuzzing","H. L. Nguyen; L. Grunske","Humboldt-Universität zu Berlin, Germany; Humboldt-Universität zu Berlin, Germany","2022 IEEE/ACM 44th International Conference on Software Engineering (ICSE)","20 Jun 2022","2022","","","249","261","A popular metric to evaluate the performance of fuzzers is branch coverage. However, we argue that focusing solely on covering many different branches (i.e., the richness) is not sufficient since the majority of the covered branches may have been exercised only once, which does not inspire a high confidence in the reliability of the covered code. Instead, the distribution of the executed branches (i.e., the evenness) should also be considered. That is, behavioral diversity is only given if the generated inputs not only trigger many different branches, but also trigger them evenly often with diverse inputs. We introduce BEDIVFUZZ, a feedback-driven fuzzing technique for generator-based fuzzers. BEDIVFUZZ distinguishes between structure-preserving and structure-changing mutations in the space of syntactically valid inputs, and biases its mutation strategy towards validity and behavioral diversity based on the received program feedback. We have evaluated BEDIVFUZZ on Ant, Maven, Rhino, Closure, Nashorn, and Tomcat. The results show that BE-DIVFUZZ achieves better behavioral diversity than the state of the art, measured by established biodiversity metrics, namely the Hill numbers, from the field of ecology.","1558-1225","978-1-4503-9221-1","10.1145/3510003.3510182","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9793964","Structure-aware fuzzing;behavioral diversity;random testing","Measurement;Codes;Focusing;Fuzzing;Ecology;Behavioral sciences;Reliability","ecology;fuzzy set theory;program testing","integrating behavioral diversity;branch coverage;different branches;covered branches;covered code;executed branches;generated inputs;diverse inputs;feedback-driven fuzzing technique;generator-based fuzzers;BEDIVFUZZ distinguishes;syntactically valid inputs;BE-DIVFUZZ","","","","54","","20 Jun 2022","","","IEEE","IEEE Conferences"
"Semantic Similarity-based Visual Reasoning without Language Information","C. Choi; H. Lim; H. Jang; J. Park; E. Kim; K. Lim","Department of Computer Engineering, Hanbat National University, Daejeon, South Korea; Department of Computer Engineering, Hanbat National University, Daejeon, South Korea; Surromind Co., Ltd., Seoul, South Korea; Euclidsoft Co., Ltd., Daejeon, South Korea; Department of AI Software, Hanbat National University, Daejeon, South Korea; Department of Computer Engineering, Hanbat National University, Daejeon, South Korea","2023 International Conference on Artificial Intelligence in Information and Communication (ICAIIC)","23 Mar 2023","2023","","","107","111","In this research, we propose new training data for the visual reasoning task based on semantic similarity and proposed a deep learning model that utilizes the data. The first contribution of this study is the construction of training data. Based on a total of 40 object attributes, we created a visual inference problem using only image data. As a result, a total of 6,000 datasets were built to create training and test data. We also propose a visual inference model as the second contribution of this work. The inference model shown in this study was evaluated for two tasks using ResNet50 and Vision Transformer, respectively. Based on the experimental evaluation results, we investigated the suitable pre-trained model for both single-choice binary reasoning and multiple-selection reasoning, respectively.","2831-6983","978-1-6654-5645-6","10.1109/ICAIIC57133.2023.10067104","National Information Society Agency (NIA); Ministry of Education(grant numbers:2021RIS-004,2021RIFIAI063474); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10067104","Visual Reasoning;Inference;Image similarity;Deep Learning","Training;Deep learning;Visualization;Semantics;Training data;Transformers;Cognition","","","","","","13","IEEE","23 Mar 2023","","","IEEE","IEEE Conferences"
