"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"BugSwarm: Mining and Continuously Growing a Dataset of Reproducible Failures and Fixes","D. A. Tomassi; N. Dmeiri; Y. Wang; A. Bhowmick; Y. Liu; P. T. Devanbu; B. Vasilescu; C. Rubio-González","University of California, Davis; University of California, Davis; University of California, Davis; University of California, Davis; University of California, Davis; University of California, Davis; Carnegie Mellon University; University of California, Davis","2019 IEEE/ACM 41st International Conference on Software Engineering (ICSE)","26 Aug 2019","2019","","","339","349","Fault-detection, localization, and repair methods are vital to software quality; but it is difficult to evaluate their generality, applicability, and current effectiveness. Large, diverse, realistic datasets of durably-reproducible faults and fixes are vital to good experimental evaluation of approaches to software quality, but they are difficult and expensive to assemble and keep current. Modern continuous-integration (CI) approaches, like TRAVIS-CI, which are widely used, fully configurable, and executed within custom-built containers, promise a path toward much larger defect datasets. If we can identify and archive failing and subsequent passing runs, the containers will provide a substantial assurance of durable future reproducibility of build and test. Several obstacles, however, must be overcome to make this a practical reality. We describe BUGSWARM, a toolset that navigates these obstacles to enable the creation of a scalable, diverse, realistic, continuously growing set of durably reproducible failing and passing versions of real-world, open-source systems. The BUGSWARM toolkit has already gathered 3,091 fail-pass pairs, in Java and Python, all packaged within fully reproducible containers. Furthermore, the toolkit can be run periodically to detect fail-pass activities, thus growing the dataset continually.","1558-1225","978-1-7281-0869-8","10.1109/ICSE.2019.00048","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8812141","Bug Database;Reproducibility;Software Testing;Program Analysis;Experiment Infrastructure","Tools;Software maintenance;Libraries;Open source software;Software quality;Java;Python","data mining;Java;program debugging;program testing;Python;software fault tolerance;software maintenance;software quality","reproducible failures;fault-detection;repair methods;software quality;realistic datasets;durably-reproducible faults;TRAVIS-CI;BUGSWARM toolkit;fail-pass pairs;fully reproducible containers;fail-pass activities;continuous-integration approach;mining;fault localization;Java;Python","","20","","32","","26 Aug 2019","","","IEEE","IEEE Conferences"
"Efficient Modelling of Embedded Software Systems and their Formal Verification","V. Estivill-Castro; R. Hexel; D. A. Rosenblueth","Sch. of ICT, Griffith Univ., Nathan, NSW, Australia; Sch. of ICT, Griffith Univ., Nathan, NSW, Australia; IIMAS, UNAM, Mexico City, Mexico","2012 19th Asia-Pacific Software Engineering Conference","18 Feb 2013","2012","1","","428","433","We propose vectors of finite-state machines whose transitions are labeled by formulas of a common-sense logic as the modeling tool for embedded systems software. We have previously shown that this methodology is very efficient in producing succinct and clear models (e.g., in contrast to plain finite-state machines, Petri nets, or Behavior Trees). We show that we can capture requirements precisely and that we can simulate and validate the models. We can, therefore, directly apply Model-Driven Engineering and deploy the models into software for diverse platforms with full tractability of requirements. Moreover, the sequential semantics of our vector of finite-state machines enables model-checking, formally establishing the correctness of the model. Finally, our approach facilitates systematic Failure Modes and Effects Analysis (FMEA) for diverse target platforms. We demonstrate the effectiveness of our methodology with several examples widely discussed in the software engineering literature and compare this with other approaches, showing that we can prove more properties, and that some claims about verification in such approaches have been exaggerated or are incomplete.","1530-1362","978-1-4673-4930-7","10.1109/APSEC.2012.21","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6462690","Software testing;verification and validation;formal methods in software engineering;software requirements engineering;model-driven engineering","Unified modeling language;Software;Semantics;Computational modeling;Presses;Pumps;Atmospheric modeling","embedded systems;finite state machines;formal specification;formal verification","embedded software system;formal verification;finite state machines;common-sense logic;Petri nets;behavior tree;model-driven engineering;requirement tractability;model checking;model correctness;FMEA;failure mode and effect analysis;software engineering","","8","","15","","18 Feb 2013","","","IEEE","IEEE Conferences"
"Scheduling algorithms for dedicated nodes in Alchemi grid","Z. Stanfel; G. Martinovic; Z. Hocenski","Faculty of Electrical Engineering, J.J. Strossmayer University of Osijek, Croatia; Faculty of Electrical Engineering, J.J. Strossmayer University of Osijek, Croatia; Faculty of Electrical Engineering, J.J. Strossmayer University of Osijek, Croatia","2008 IEEE International Conference on Systems, Man and Cybernetics","7 Apr 2009","2008","","","2531","2536","Computational grids are useful tools for bringing supercomputing power to users by using idle resources in the network. In the following paper we give a short overview of architecture of the Alchemi grid developed on .Net platform. We created a grid application, which utilizes Rabin-Karp string searching algorithm to test Alchemi grid performances in situation when requests put diverse demands for computing resources to the different grid nodes. Scheduling and dispatching jobs to the computing resources is a critical activity of the grid software. We present a scheduling algorithm which showed performance improvements to the original algorithm shipped with Alchemi grid software.","1062-922X","978-1-4244-2383-5","10.1109/ICSMC.2008.4811676","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4811676","computational grid;dedicated resources scheduling","Scheduling algorithm;Grid computing;Computer networks;Computer architecture;Application software;Testing;Performance evaluation;Processor scheduling;Dispatching;Software algorithms","dispatching;grid computing;scheduling","scheduling algorithms;dedicated nodes;Alchemi grid;supercomputing power;.Net platform;Rabin-Karp string searching algorithm;dispatching jobs;grid software","","","","22","","7 Apr 2009","","","IEEE","IEEE Conferences"
"Software measurement: a necessary scientific basis","N. Fenton","Centre for Software Reliability, City Univ., London, UK","IEEE Transactions on Software Engineering","6 Aug 2002","1994","20","3","199","206","Software measurement, like measurement in any other discipline, must adhere to the science of measurement if it is to gain widespread acceptance and validity. The observation of some very simple, but fundamental, principles of measurement can have an extremely beneficial effect on the subject. Measurement theory is used to highlight both weaknesses and strengths of software metrics work, including work on metrics validation. We identify a problem with the well-known Weyuker properties (E.J. Weyuker, 1988), but also show that a criticism of these properties by J.C. Cherniavsky and C.H. Smith (1991) is invalid. We show that the search for general software complexity measures is doomed to failure. However, the theory does help us to define and validate measures of specific complexity attributes. Above all, we are able to view software measurement in a very wide perspective, rationalising and relating its many diverse activities.<<ETX>></ETX>","1939-3520","","10.1109/32.268921","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=268921","","Software measurement;Software metrics;Humans;Gain measurement;Counting circuits;Software reliability;Software testing;Blood pressure;Cost function","software metrics;measurement theory;programming theory","software measurement;scientific basis;measurement theory;software metrics work;metrics validation;software complexity measures;complexity attributes","","278","2","47","","6 Aug 2002","","","IEEE","IEEE Journals"
"Towards Adaptive Beamforming in Indoor Wireless Networks: An Experimental Approach","S. Lakshmanan; K. Sundaresan; R. Kokku; A. Khojestepour; S. Rangarajan","Sch. of ECE, Georgia Inst. of Technol., Atlanta, GA; NA; NA; NA; NA","IEEE INFOCOM 2009","2 Jun 2009","2009","","","2621","2625","Several research works have argued that adaptive beamforming has the potential to realize the high spectral efficiency requirements of next-generation wireless standards, and is especially well-suited for multipath-rich environments such as indoors. Most works have been limited to theory; few works in literature address the practical benefits and realizability of adaptive beamforming. In this paper, we design and implement the first indoor WLAN beamforming system with multi-element array antennas and software radio platforms, that forms a testbed for exploration of practical benefits of beamforming, and evaluation of algorithms for efficient beamforming in diverse environments. In the process of building the system, we identify and address several challenges with practical beamforming that are often ignored in theoretical works. Most importantly, channel estimation for forming the best beam to a user is hindered by oscillator drifts on the transmitter and receiver side that introduce hard-to-isolate phase and frequency offsets from the estimated channel coefficients. We describe these issues and incorporate novel solutions in our system to address them without requiring hardware modifications. We use the system to demonstrate the realizable benefits of adaptive beamforming in a typical indoor office environment.","0743-166X","978-1-4244-3512-8","10.1109/INFCOM.2009.5062199","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5062199","","Array signal processing;Wireless networks;Frequency estimation;Algorithm design and analysis;Wireless LAN;Antenna arrays;Software radio;Software testing;System testing;Software algorithms","antenna arrays;indoor radio;software radio;wireless LAN","adaptive beamforming;indoor wireless networks;next-generation wireless standards;indoor WLAN beamforming system;multielement array antennas;software radio;channel estimation","","21","2","18","","2 Jun 2009","","","IEEE","IEEE Conferences"
"Adaptation of traditional usability testing methods for remote testing","J. Scholtz","Nat. Inst. of Stand. & Technol., USA","Proceedings of the 34th Annual Hawaii International Conference on System Sciences","7 Aug 2002","2001","","","8 pp.","","Traditional usability testing methods are difficult to use in producing Web sites and Web applications, mainly because of the decreased development times that companies demand for this type of software. Users of Web sites have diverse platforms, computer expertise and expectations. Companies want to use Web sites to sell merchandise and provide services to customers. Therefore, it is essential to make usability a high priority in the development of Web-based software. How can we resolve this seemingly contradictory situation? We believe that usability testing tools that are remote, rapid and automated would be helpful in providing more usability information in a shorter time and in a form that can be immediately useful to usability professionals. In this paper, we discuss the approach we have taken to designing such tools. We currently have several tools available for public use that are also discussed in this paper. Our next steps will be to conduct methodological studies to validate the use of these tools.","","0-7695-0981-9","10.1109/HICSS.2001.926546","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=926546","","Usability;Software testing;Application software;Programming;NIST;Merchandise;Automatic testing;Web sites;Books;Investments","program testing;human factors;information resources;distributed programming","usability testing methods;remote testing;Web sites;World Wide Web applications;software development times;hardware platforms;computer expertise;user expectations;merchandise;electronic commerce;customer services;Web-based software development;usability testing tools","","9","","9","","7 Aug 2002","","","IEEE","IEEE Conferences"
"The distributed generator placement and sizing test suite and analysis tool","A. M. Berry; D. J. Cornforth; G. M. Platt","Secure Grids project in the Energy Technology division of CSIRO, Mayfield West, NSW, 2304, Australia; Secure Grids project in the Energy Technology division of CSIRO, Mayfield West, NSW, 2304, Australia; Secure Grids project in the Energy Technology division of CSIRO, Mayfield West, NSW, 2304, Australia","2009 IEEE/PES Power Systems Conference and Exposition","24 Apr 2009","2009","","","1","9","The concept of integrating small-scale embedded generators into the distribution system has been gaining increasing traction in the research community and with it has come a growing set of contemporary works from the field of artificial intelligence. Thus far however, the studies have failed to explore a diverse set of problems, lack analytical rigour, offer scant comparison between approaches and often fail to use models based on real-world loads or generators. This work describes the new DG PAST SAT software, which is freely available, open to community input and features a rich repository of distribution system resources and a comprehensive test problem suite. When coupled with included analysis utilities, the DG PAST SAT system provides the tools and data for improved research quality in the distribution system planning phase.","","978-1-4244-3810-5","10.1109/PSCE.2009.4839983","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4839983","Artificial Intelligence;Cogeneration;Industrial Power Systems;Interconnected Power Systems;Power Distribution Planning;Power Generation;Software Tools;Testing","Cogeneration;System testing;Power generation;Distributed power generation;Power system planning;Artificial intelligence;Software testing;Industrial power systems;Power system interconnection;Power distribution","distributed power generation;power distribution planning;power engineering computing;power generation planning","distributed generator placement;test suite;analysis tool;small-scale embedded generators;artificial intelligence;DG PAST SAT software;distribution system planning;distributed generator sizing","","2","","39","","24 Apr 2009","","","IEEE","IEEE Conferences"
"Genetic Improvement of Software: A Comprehensive Survey","J. Petke; S. O. Haraldsson; M. Harman; W. B. Langdon; D. R. White; J. R. Woodward","University College London, London, U.K.; University of Stirling, Stirling, U.K.; University College London, London, U.K.; University College London, London, U.K.; University College London, London, U.K.; University of Stirling, Stirling, U.K.","IEEE Transactions on Evolutionary Computation","28 May 2018","2018","22","3","415","432","Genetic improvement (GI) uses automated search to find improved versions of existing software. We present a comprehensive survey of this nascent field of research with a focus on the core papers in the area published between 1995 and 2015. We identified core publications including empirical studies, 96% of which use evolutionary algorithms (genetic programming in particular). Although we can trace the foundations of GI back to the origins of computer science itself, our analysis reveals a significant upsurge in activity since 2012. GI has resulted in dramatic performance improvements for a diverse set of properties such as execution time, energy and memory consumption, as well as results for fixing and extending existing system functionality. Moreover, we present examples of research work that lies on the boundary between GI and other areas, such as program transformation, approximate computing, and software repair, with the intention of encouraging further exchange of ideas between researchers in these fields.","1941-0026","","10.1109/TEVC.2017.2693219","EPSRC Project(grant numbers:DAASE EP/J017515/1); EPSRC Project(grant numbers:GISMOE EP/I033688/1); DAASE Project(grant numbers:EP/J017515/1); FAIME Project(grant numbers:EP/N002849/1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7911210","Genetic improvement (GI);survey","Genetic programming;Software;Software testing;History;Software engineering","genetic algorithms;software engineering;software maintenance","core publications;evolutionary algorithms;genetic programming;GI;computer science;dramatic performance improvements;software repair;system functionality;Software genetic improvement","","81","","219","CCBY","25 Apr 2017","","","IEEE","IEEE Journals"
"Cecil: a sequencing constraint language for automatic static analysis generation","K. M. Olender; L. J. Osterweil","Dept. of Comput. Sci., Colorado Univ., Boulder, CO, USA; Dept. of Comput. Sci., Colorado Univ., Boulder, CO, USA","IEEE Transactions on Software Engineering","6 Aug 2002","1990","16","3","268","280","A flexible and general mechanism for specifying problems relating to the sequencing of events and mechanically translating them into dataflow analysis algorithms capable of solving those problems is presented. Dataflow analysis has been used for quite some time in compiler code optimization. Most static analyzers have been custom-built to search for fixed and often quite limited classes of dataflow conditions. It is shown that the range of sequences for which it is interesting and worthwhile to search in actually quite broad and diverse. A formalism for specifying this diversity of conditions is created. It is shown that these conditions can be modeled essentially as dataflow analysis problems for which effective solutions are known. It is also shown how these solutions can be exploited to serve as the basis for mechanical creation of analyzers for these conditions.<<ETX>></ETX>","1939-3520","","10.1109/32.48935","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=48935","","Software quality;Computer science;Data analysis;Software tools;Software testing;Security;Software engineering;Algorithm design and analysis;Optimizing compilers;Automata","automatic programming;parallel programming;program compilers;specification languages","Cecil;sequencing constraint language;automatic static analysis generation;general mechanism;dataflow analysis algorithms;compiler code optimization;custom-built;dataflow conditions;dataflow analysis problems","","63","2","34","","6 Aug 2002","","","IEEE","IEEE Journals"
"The software strategy for SPA Plug and play spacecraft","K. B. Center; D. C. Fronterhouse; M. Martin","PnP Innovations, Inc., 2017 Yale Blvd. SE, Suite A, Albuquerque, NM 87106, USA; PnP Innovations, Inc., 2017 Yale Blvd. SE, Suite A, Albuquerque, NM 87106, USA; AFRL VSSE, Kirtland AFB, NM, USA","2010 IEEE Aerospace Conference","15 Apr 2010","2010","","","1","11","The space market could benefit immensely from satellites that not only start their service lives as soon as possible, but can perform their on-orbit roles with minimal intervention from ground operations. The development of flight software techniques that addresses both of these issues has been ongoing at the Air Force Research Laboratories (AFRL) Responsive Space Testbed (RST) for a number of years. The Space Plug&play Avionics (SPA) standards define the means by which software (and hardware) components installed on a networked spacecraft bus deliver their data interfaces and self-organize into a coherent, functional system. A collection of modular, pre-validated software applications are maintained in a ¿virtual store room¿ and are called upon to configure tailored mission capabilities based upon operational needs. Mission ¿Activity Agents¿ encapsulate the logic and sequences necessary to accomplish satellite operations autonomously. Their execution is coordinated using on-orbit planning resources and a priority-based scheduler. The PnPSat mission was the first formal application of these techniques. In the course of the program a spectrum of software tools were authored to support the rapid design, prototyping, and testing of flight software modules for SPA-based satellites. The AFRL Operationally Responsive Space (ORS) assembly depot is being populated with an assortment of hardware and software components sufficient to build a reasonably diverse array of tactical small satellites. The tools being used, and the philosophies employed in their application, are ready for exposure to the larger space community.","1095-323X","978-1-4244-3887-7","10.1109/AERO.2010.5446806","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5446806","","Plugs;Space vehicles;Aerospace electronics;Satellites;Application software;Software testing;Hardware;Software maintenance;Software tools;Laboratories","artificial satellites;avionics;planning (artificial intelligence);system buses;virtual storage","SPA plug and play spacecraft;space market;satellites;flight software techniques;air force research laboratories;responsive space testbed;space plug&play avionics;networked spacecraft bus;virtual store room;activity agents;on-orbit planning resources;priority based scheduler;PnPSat mission;operationally responsive space assembly depot","","","","10","","15 Apr 2010","","","IEEE","IEEE Conferences"
"Enhancing the semiconductor fab layout process","J. J. Plata","Texas Instrum. Inc., Dallas, TX, USA","Proceedings of 1994 IEEE/SEMI Advanced Semiconductor Manufacturing Conference and Workshop (ASMC)","6 Aug 2002","1994","","","11","15","With the dramatically increasing cost of building semiconductor facilities, all aspects of factory design and operation must be evaluated to search for cost reduction opportunities. Enhancing the factory layout process using advanced software tools may be one of those opportunities. SEMATECH's future factory design group is evaluating new software products that attempt to increase the productivity and effectiveness of the layout task and thus increase the value of the factory layout. This article focuses on Texas Instruments' findings as a part of SEMATECH's software beta test. This paper explores new semiconductor fab layout software technology and demonstrates the layout productivity gains and value added to the final layout when it was exercised by Texas Instruments newest 200 mm fab. Additionally, semiconductor layout methodology, metrics, and inherit difficulties are discussed. Emphasis is placed on the software's ability to integrate quantitative and qualitative inputs into the layout process, and provide real time feedback to diverse groups of layout users, dramatically increasing the involvement of the customer and thus the value of the final layout, while decreasing the cycle time in generating an optimized layout. Reference is made to the potential added value to the actual manufacturing operation and process. Extendibility of the layout drawings to aid in the operation and future planning of the fab are discussed.","","0-7803-2053-0","10.1109/ASMC.1994.588156","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=588156","","Production facilities;Costs;Productivity;Instruments;Buildings;Software tools;Software testing;Software quality;Feedback;Manufacturing processes","integrated circuit manufacture","semiconductor fab layout;semiconductor facilities;factory design;cost;software tools;SEMATECH;productivity;Texas Instruments;beta test;real time feedback;customers;manufacturing;cycle time","","3","","1","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Rigorous, Effortless and Timely Assessment of Cellular Network Changes","A. Mahimkar; Z. Ge; S. Ahuja; S. Pathak; N. Shafi",AT&T; AT&T; AT&T; AT&T; AT&T,"2019 49th Annual IEEE/IFIP International Conference on Dependable Systems and Networks (DSN)","22 Aug 2019","2019","","","256","263","Cellular service providers continuously deploy changes in their network in the form of new software releases, service feature introductions, configuration changes, equipment re-homes, firmware upgrades, and topology modifications. It is important to carefully assess the impact of these changes on service performance to validate expected behaviors and take mitigation actions in a timely fashion in case of any unexpected degradation. The diverse nature of the network changes, complex interactions across different layers of the cellular network, and the rapid evolution of the network make it challenging to accurately conduct the assessment. In this paper, we present the design and implementation of our system that enables rigorous, effortless and timely assessment of performance around network changes. We share our lessons learned from the deployment in an operational cellular network over the last eight years.","1530-0889","978-1-7281-0057-9","10.1109/DSN.2019.00037","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8809521","Network changes;performance impact;rigorous analytics;effortless specification;timely assessment","Base stations;Hardware;Measurement;Cellular networks;Software;Testing;Long Term Evolution","cellular radio;mobile communication;smart phones","cellular network changes;cellular service providers;software releases;service feature introductions;configuration changes;firmware upgrades;topology modifications;smartphone users","","","1","27","","22 Aug 2019","","","IEEE","IEEE Conferences"
"Sensitivity of Two Coverage-Based Software Reliability Models to Variations in the Operational Profile","O. J. da Silva; A. N. Crespo; M. L. Chaim; M. Jino","Ospra Software, Campinas, Brazil; Renato Archer-CTI, Centro de Tecnol. da Informacao, Campinas, Brazil; Univ. of Sao Paulo-USP, São Paulo, Brazil; Univ. of Campinas - UNICAMP, Campinas, Brazil","2010 Fourth International Conference on Secure Software Integration and Reliability Improvement","8 Jul 2010","2010","","","113","120","Software in field use may be utilized by users with diverse profiles. The way software is used affects the reliability perceived by its users, that is, software reliability may not be the same for different operational profiles. Two software reliability growth models based on structural testing coverage were evaluated with respect to their sensitivity to variations in operational profile. An experiment was performed on a real program (SPACE) with real defects, submitted to three distinct operational profiles. Distinction among the operational profiles was assessed by applying the Kolmogorov-Smirnov test. Testing coverage was measured according to the following criteria: all-nodes, all-arcs, all-uses, and all-potential-uses. Reliability measured for each operational profile was compared to the reliabilities estimated by the two models, estimated reliabilities were obtained using the coverage for the four criteria. Results from the experiment show that the predictive ability of the two models is not affected by variations in the operational profile of the program.","","978-1-4244-7434-9","10.1109/SSIRI.2010.24","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5502848","software reliability;operational profile;software test;test coverage;testing criteria","Software reliability;Software testing;Production;Robustness;Predictive models;Software measurement;Application software","program testing;software reliability","coverage based software reliability model;structural testing coverage;Kolmogorov-Smirnov test;operational profiles;software reliability growth models","","4","","25","","8 Jul 2010","","","IEEE","IEEE Conferences"
"Assessing a learning object standard adherence","C. M. Tobar; S. I. de Lima","Pontifical Catholic University of Campinas, Spain; FAI-SRS, Spain","2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports","4 Jan 2008","2007","","","T2D-7","T2D-12","New technology has the potential to relate teachers and students to diverse learning resources, bringing up the paradigm of learning objects. A learning object is any digital or non-digital entity that can be used in education through computing. There are many standards defining how to search, evaluate, acquire, share, and use this kind of resource by instructors, students, and automated software processes. Aiming to explore the learning-object paradigm, it was modeled, built, and tested a learning-object database that is part of a collaborative environment, which supports distance learning of computer programming languages. One of the available standards was adopted, the learning object metadata standard - LOM. In order to build and manipulate the learning-object database, some strategies showed to be necessary and thus they were defined. This paper presents an adherence analysis of the LOM standard, considering the development of a learning object repository. The features about LOM utilization by automatic software processes are targeted and some detected problems have their proposed solutions considered and discussed.","2377-634X","978-1-4244-1083-5","10.1109/FIE.2007.4418177","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4418177","learning objects;learning object repositories;LOM standard;adherence;LOM profile","Collaborative work;Standards development;Proposals;Software standards;Collaboration;Computer aided instruction;Collaborative tools;Logic programming;Collaborative software;Testing","computer aided instruction;computer science education;distance learning;meta data;programming languages","learning-object database;computer programming language distance learning;learning object metadata standard;learning object repository;automatic software processes","","2","","10","","4 Jan 2008","","","IEEE","IEEE Conferences"
"Can Robot Navigation Bugs Be Found in Simulation? An Exploratory Study","T. Sotiropoulos; H. Waeselynck; J. Guiochet; F. Ingrand","LAAS, Univ. de Toulouse, Toulouse, France; LAAS, Univ. de Toulouse, Toulouse, France; LAAS, Univ. de Toulouse, Toulouse, France; LAAS, Univ. de Toulouse, Toulouse, France","2017 IEEE International Conference on Software Quality, Reliability and Security (QRS)","14 Aug 2017","2017","","","150","159","The ability to navigate in diverse and previously unknown environments is a critical service of autonomous robots. The validation of the navigation software typically involves test campaigns in the field, which are costly and potentially risky for the robot itself or its environment. An alternative approach is to perform simulation-based testing, by immersing the software in virtual worlds. A question is then whether the bugs revealed in real worlds can also be found in simulation. The paper reports on an exploratory study of bugs in an academic software for outdoor robots navigation. The detailed analysis of the triggers and effects of these bugs shows that most of them can be revealed in low-fidelity simulation. It also provides insights into interesting navigation scenarios to test as well as into how to address the test oracle problem.","","978-1-5386-0592-9","10.1109/QRS.2017.25","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8009918","simulation-based testing;autonomous systems;safety;domain specific defects;exploratory study","Robots;Computer bugs;Navigation;Software;Testing;Unified modeling language;Three-dimensional displays","control engineering computing;digital simulation;mobile robots;navigation;program testing;virtual reality","robot navigation bugs;autonomous robots;navigation software;simulation-based testing;virtual worlds;academic software;outdoor robot navigation;low-fidelity simulation;test oracle problem;test campaigns","","23","","24","","14 Aug 2017","","","IEEE","IEEE Conferences"
"Generic adaptation mechanism for the support of flexible service provision in 3G networks","N. Houssos; S. Pantazis; A. Alonistioti","Commun. Networks Lab., Athens Univ., Greece; Commun. Networks Lab., Athens Univ., Greece; Commun. Networks Lab., Athens Univ., Greece","The 13th IEEE International Symposium on Personal, Indoor and Mobile Radio Communications","10 Dec 2002","2002","2","","760","764 vol.2","The forthcoming era of 3rd generation (3G) mobile communications is heralded to change the wireless telecommunication experience dramatically. User expectations are raised to a significantly higher level, towards the demand for terminal-, network- and location-aware provision of ubiquitous, personalized multimedia services. Under this perspective, the need for adaptability of services and systems to largely diverse contexts is clearly identified. Generic, dynamically extensible adaptation mechanisms that are independent of the subject and criteria of adaptation can be a significant step towards this direction. In the present paper, we introduce a mechanism aiming to fulfill these requirements. The proposed adaptation system has been designed, implemented and successfully integrated and tested in a distributed software platform for provision of value added services to 3G mobile users.","","0-7803-7589-0","10.1109/PIMRC.2002.1047324","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1047324","","Intelligent networks;Context-aware services;Communication networks;Laboratories;Informatics;3G mobile communication;Context;Software testing;System testing;Telecommunication services","3G mobile communication;quality of service;multimedia communication","generic adaptation mechanism;flexible service provision;3G networks;3rd generation mobile communications;3G mobile communications;terminal-aware provision;network-aware provision;location-aware provision;ubiquitous multimedia services;personalized multimedia services;adaptation system;value added services","","","","13","","10 Dec 2002","","","IEEE","IEEE Conferences"
"Path selection in the structural testing: proposition, implementation and application of strategies","L. M. Peres; S. R. Vergilio; M. Jino; J. C. Maldonado",NA; NA; NA; NA,"SCCC 2001. 21st International Conference of the Chilean Computer Science Society","6 Aug 2002","2001","","","240","246","Structural testing criteria help the tester in the generation and evaluation of a test case set T. They are predicates to be satisfied to consider the testing activity ended and generally require the execution of a set P of paths, capable of exercising certain elements in the program under testing. Determining P is an important and hard task, and its automation is strongly desirable for easing the criteria application. This task can influence on the efficacy and on the testing effort and costs. This work explores the use of diverse programs characteristics to propose strategies for selection of testing paths. The work also describes a module that implements a framework for representation and automation of those strategies. Using this module, a testing procedure is presented and a strategy, that uses the number of predicates to select paths, is evaluated. The obtained results give some information about the main advantage of this strategy: to easy the automatic test data generation by reducing the number of selected infeasible paths.","1522-4902","0-7695-1396-4","10.1109/SCCC.2001.972653","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=972653","","Automatic testing;Software testing;Flow graphs;Automation;Costs;Software metrics;Software engineering;Software quality;Input variables","program testing;software metrics","path selection;structural testing;test case set evaluation;test case set generation;automation","","5","","22","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Estimation of software diversity by fault simulation and failure searching","Luping Chen; J. May; G. Hughes","Dept. of Comput. Sci., Bristol Univ., UK; Dept. of Comput. Sci., Bristol Univ., UK; Dept. of Comput. Sci., Bristol Univ., UK","Proceedings 12th International Symposium on Software Reliability Engineering","7 Aug 2002","2001","","","122","131","An important problem for computer-based systems is providing fault tolerance for unknown (at the time of commencement of service) systematic design errors. Such design errors can have a long latency in normal operation and only become apparent under specific conditions associated with particular combinations of input and internal system states. The use of 'diverse' software versions remains a possible approach to prevent coincidental failure, but its potential value has never been quantified. This paper presents the application of data-flow and constant perturbation to simulate the introduction of faults or errors into programs and explores methods to establish the magnitudes and locations of the associated input space failure regions. Used together, these two techniques enable failure behaviour to be described in a quantitative way and provide a method to estimate the diversity of multi-version software. A simple case and a industrial software are studied to illustrate the applications of the approach.","1071-9458","0-7695-1306-9","10.1109/ISSRE.2001.989465","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=989465","","Software testing;Computer errors;Software safety;Computational modeling;Computer simulation;Fault tolerant systems;Application software;Software quality;Software engineering;Fault tolerance","software fault tolerance;program testing;data flow analysis","fault tolerance;systematic design errors;latency;data-flow;failure behaviour;software engineering;fault injection;software fault injection","","1","","28","","7 Aug 2002","","","IEEE","IEEE Conferences"
