"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"DeepRoad: GAN-Based Metamorphic Testing and Input Validation Framework for Autonomous Driving Systems","M. Zhang; Y. Zhang; L. Zhang; C. Liu; S. Khurshid","University of Texas at Austin,USA; Shenzhen Key Laboratory of Computational Intelligence, Southern University of Science and Technology,Department of Computer Science and Engineering,China; University of Texas at Dallas,USA; University of Texas at Dallas,USA; University of Texas at Austin,USA","2018 33rd IEEE/ACM International Conference on Automated Software Engineering (ASE)","17 Feb 2020","2018","","","132","142","While Deep Neural Networks (DNNs) have established the fundamentals of image-based autonomous driving systems, they may exhibit erroneous behaviors and cause fatal accidents. To address the safety issues in autonomous driving systems, a recent set of testing techniques have been designed to automatically generate artificial driving scenes to enrich test suite, e.g., generating new input images transformed from the original ones. However, these techniques are insufficient due to two limitations: first, many such synthetic images often lack diversity of driving scenes, and hence compromise the resulting efficacy and reliability. Second, for machine-learning-based systems, a mismatch between training and application domain can dramatically degrade system accuracy, such that it is necessary to validate inputs for improving system robustness. In this paper, we propose DeepRoad, an unsupervised DNN-based framework for automatically testing the consistency of DNN-based autonomous driving systems and online validation. First, DeepRoad automatically synthesizes large amounts of diverse driving scenes without using image transformation rules (e.g. scale, shear and rotation). In particular, DeepRoad is able to produce driving scenes with various weather conditions (including those with rather extreme conditions) by applying Generative Adversarial Networks (GANs) along with the corresponding real-world weather scenes. Second, DeepRoad utilizes metamorphic testing techniques to check the consistency of such systems using synthetic images. Third, DeepRoad validates input images for DNN-based systems by measuring the distance of the input and training images using their VGGNet features. We implement DeepRoad to test three well-recognized DNN-based autonomous driving systems in Udacity self-driving car challenge. The experimental results demonstrate that DeepRoad can detect thousands of inconsistent behaviors for these systems, and effectively validate input images to potentially enhance the system robustness as well.","2643-1572","978-1-4503-5937-5","10.1145/3238147.3238187","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9000040","Software testing;Test generation;Input validation;Deep Neural Networks","","feature extraction;learning (artificial intelligence);mobile robots;neural nets;program testing","system robustness;GAN-based metamorphic testing;input validation framework;image-based autonomous driving systems;artificial driving scenes;synthetic images;machine-learning-based systems;unsupervised DNN-based framework;DNN-based autonomous driving systems;diverse driving scenes;image transformation rules;metamorphic testing techniques;Udacity self-driving car challenge;deeproad;deep neural networks;generative adversarial networks","","99","1","45","","17 Feb 2020","","","IEEE","IEEE Conferences"
"Predictability measures for software reliability models","Y. K. Malaiya; N. Karunanithi; P. Verma","Dept. of Comput. Sci., Colorado State Univ., Ft. Collins, CO, USA; Dept. of Comput. Sci., Colorado State Univ., Ft. Collins, CO, USA; NA","Proceedings., Fourteenth Annual International Computer Software and Applications Conference","6 Aug 2002","1990","","","7","12","A two-component predictability measure is presented that characterizes the long-term predictability of a software reliability growth model. The first component, average predictability, measures how well a model predicts throughout the testing phase. The second component, average bias, is a measure of the general tendency to overestimate or underestimate the number of faults. Data sets for both large and small projects from diverse sources have been analyzed. The results seem to support the observation that the logarithmic model appears to have good predictability is most cases. However, at very low fault densities, the exponential model may be slightly better. The delayed S-shaped model which in some cases has been shown to have good fit, generally performed poorly.<<ETX>></ETX>","","0-8186-2054-4","10.1109/CMPSAC.1990.139306","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=139306","","Software measurement;Software reliability;Predictive models;Software testing;Computer science;Software packages;Guidelines;Phase measurement;Software performance;Software systems","software metrics;software reliability","software reliability models;two-component predictability measure;average predictability;average bias;logarithmic model;delayed S-shaped model","","14","","23","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Cloud era in mobile application testing","K. Kaur; A. Kaur","School of IT, Apeejay Institute of Management Technical Campus, Jalandhar, India; I.K.G Punjab Technical University, Kapurthala, India","2016 3rd International Conference on Computing for Sustainable Global Development (INDIACom)","31 Oct 2016","2016","","","1057","1060","Mobile technology usage is exploding across the world. There are lakhs of mobile applications available which run on various mobile platforms such as Android, RIM, windows Mobile, Apple iOS and all. With this incredible growth of mobile applications, evidently developers are expected to deliver high quality, on time and within budget applications. Mobile application testing is considered as a challenging task because of various reasons such as ever-changing mobile devices, limited computational power, limited storage, limited energy, diversity of devices etc. There are various mobile application testing approaches such as testing on real devices, simulators, emulators and testing on cloud. As with advent of cloud computing technology the entire IT enterprises are providing services on cloud. Cloud testing is a software testing using cloud computing offering various benefits as compared to traditional testing strategies. The focus of this paper is to provide baselines for testing the mobile app on cloud which is currently an emerging field in testing. This paper discusses cloud computing, trend of testing on cloud along with various advantages and challenges confronted in testing of mobile applications on cloud.","","978-9-3805-4421-2","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7724423","Cloud computing;Cloud services;Cloud testing Challenges;Cloud;Mobile Applications","Decision support systems","cloud computing;mobile computing;program testing","cloud era;mobile application testing;mobile technology usage;mobile platforms;cloud computing technology;IT enterprises;cloud testing;software testing;mobile app testing","","","","6","","31 Oct 2016","","","IEEE","IEEE Conferences"
"Testing software components using boundary value analysis","Muthu Ramachandran","Sch. of Comput., Leeds Metropolitan Univ., UK","2003 Proceedings 29th Euromicro Conference","15 Sep 2003","2003","","","94","98","Most consumer electronics products today contain complex embedded software. We believe a component-oriented approach is an ideal way to handle the diversity of software complexity. Our earlier work on reusable components has addressed the development of the Koala component model has been developed (as an outcome of the ESPRIT project ARES) to address reuse with concept of late binding. This has been carried out as a part of the research project on 'testing software components'. Our approach to testing components was based on the principles of testing from object models. Therefore we have decomposed a COM-like component into OO models so that various test techniques can be automated. Also we are able to generate a volume of key test cases to study boundary value testing and analysis on component interfaces, which is the key to achieve testability of a reusable software component.","1089-6503","0-7695-1996-2","10.1109/EURMIC.2003.1231572","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1231572","","Software reusability;Object oriented programming;Software metrics;Software testing","software reusability;distributed object management;object-oriented programming;software metrics;program testing","software components testing;boundary value analysis;consumer electronic product;complex embedded software;component-oriented approach;software complexity;reusable software component;Koala component model;COM-like component;object-oriented model","","10","","4","","15 Sep 2003","","","IEEE","IEEE Conferences"
"Path selection in the structural testing: proposition, implementation and application of strategies","L. M. Peres; S. R. Vergilio; M. Jino; J. C. Maldonado",NA; NA; NA; NA,"SCCC 2001. 21st International Conference of the Chilean Computer Science Society","6 Aug 2002","2001","","","240","246","Structural testing criteria help the tester in the generation and evaluation of a test case set T. They are predicates to be satisfied to consider the testing activity ended and generally require the execution of a set P of paths, capable of exercising certain elements in the program under testing. Determining P is an important and hard task, and its automation is strongly desirable for easing the criteria application. This task can influence on the efficacy and on the testing effort and costs. This work explores the use of diverse programs characteristics to propose strategies for selection of testing paths. The work also describes a module that implements a framework for representation and automation of those strategies. Using this module, a testing procedure is presented and a strategy, that uses the number of predicates to select paths, is evaluated. The obtained results give some information about the main advantage of this strategy: to easy the automatic test data generation by reducing the number of selected infeasible paths.","1522-4902","0-7695-1396-4","10.1109/SCCC.2001.972653","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=972653","","Automatic testing;Software testing;Flow graphs;Automation;Costs;Software metrics;Software engineering;Software quality;Input variables","program testing;software metrics","path selection;structural testing;test case set evaluation;test case set generation;automation","","5","","22","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Utilizing a service-oriented architecture to perform closed-loop diagnostics in network centric support environments","A. L. Alwardt; A. R. Nielson","The Boeing Company, P.O. Box 516 M/C S221-2110, St. Louis, MO 63156-0516 , USA; The Boeing Company, P.O. Box 516 M/C S221-2110, St. Louis, MO 63156-0516 , USA","2007 IEEE Autotestcon","5 Nov 2007","2007","","","332","339","Service-Oriented Architecture (SOA) is one of the latest technology enablers that supports closed-loop diagnostics in Network Centric Support Environments (NCSEs). SOA provides patterns for the architecture, design, implementation, deployment, and management of loosely coupled software services that support the requirements of business processes and software users regardless of the underlying platform or implementation. The focus of this paper will be to examine providing a SOA via Web services. More specifically, this paper will discuss an architecture for developing Web services that perform closed-loop diagnostics in military NCSEs. The military information technology infrastructure is comprised of many diverse systems that together provide to key personnel the processed information necessary to support our war-fighters. When new or upgraded systems are deployed, it is far too costly to rewrite all legacy applications. A more cost effective method is to take a System-of-Systems approach to provide a non-intrusive solution that blends well with existing support processes and leverages existing applications and their data stores. A SOA readily supports implementing a System-of-Systems solution to provide closed-loop diagnostics in NCSEs in which various components reside at multiple levels and within multiple domains. When utilizing a SOA to implement closed-loop diagnostics in NCSEs, there are several key ingredients in developing a suitable architecture. These ingredients include leveraging the architecture defined in the Institute of Electrical and Electronics Engineers (IEEE) STD 1232 -Artificial Intelligence Exchange and Service Tie to All Test Environments (AI-ESTATE) specification, leveraging standard data format specifications such as the IEEE STD P1636.1 Draft Trial-Use Standard for Software Interface for Maintenance Information Collection and Analysis (SIMICA): Exchanging Test Results and Session Information via the Extensible Markup Language (XML) specification, leveraging the XML transaction communication framework, ensuring information assurance compliance, and ensuring 24/7 system availability.","1558-4550","978-1-4244-1238-9","10.1109/AUTEST.2007.4374238","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4374238","","Service oriented architecture;Computer architecture;Electronic equipment testing;XML;Web services;Software testing;System testing;Communication standards;Software standards;Software maintenance","artificial intelligence;business process re-engineering;closed loop systems;IEEE standards;Web services;XML","service oriented architecture;closed-loop diagnostics;network centric support environments;software services;business process;software users;Web services;military information technology infrastructure;IEEE STD 1232;artificial intelligence exchange;service tie;IEEE STD P1636.1;draft trial-use standard;software interface;maintenance information collection;extensible markup language;XML specification;transaction communication framework;system-of-systems solution","","3","","10","","5 Nov 2007","","","IEEE","IEEE Conferences"
"Automated optimum test case generation using web navigation graphs","A. Shahzad; S. Raza; M. N. Azam; K. Bilal; Inam-ul-Haq; S. Shamail","Department of Computer Science, LUMS, DHA, Lahore; Department of Computer Science, LUMS, DHA, Lahore; Department of Computer Science, LUMS, DHA, Lahore; Department of Computer Science, LUMS, DHA, Lahore; Department of Computer Science, LUMS, DHA, Lahore; Department of Computer Science, LUMS, DHA, Lahore","2009 International Conference on Emerging Technologies","11 Dec 2009","2009","","","427","432","Increased diversity and complexity of software systems derived the need for test automation. Test Automation is the use of software for automatic execution of tests, comparison of results with expected outcome, setting up preconditions for test and test reporting functions. Model based testing is a test automation approach that generates and maintains more useful and flexible tests from explicit descriptions of the application. Graph theory techniques have been an important part of model based testing and several graph theory techniques have been proposed in the literature. We used a famous graph theory technique called maximum network flows for generating minimum number of test cases covering all features of a system. We used a web based case study to describe the working of the proposed optimum path finding algorithm. We found certain constraints on web navigation graph in order to completely reflect the system in the form of a graph. The resulting web navigation graph is given as input to the algorithm that we implemented, that returns the optimal test cases for the web application system. We then graphically showed the optimality and feature coverage of the algorithm with respect to the case study.","","978-1-4244-5630-7","10.1109/ICET.2009.5353134","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5353134","","Automatic testing;Navigation;Software testing;System testing;Graph theory;Automation;Application software;Software systems;Computer science;Programming","graph theory;Internet;program testing","optimum test case generation;Web navigation graphs;test automation;model based testing;graph theory techniques;maximum network flows","","","","16","","11 Dec 2009","","","IEEE","IEEE Conferences"
"Yet Another Performance Testing Framework","S. Chen; D. Moreland; S. Nepal; J. Zic","Networking Technol. Lab., Epping; Networking Technol. Lab., Epping; Networking Technol. Lab., Epping; Networking Technol. Lab., Epping","19th Australian Conference on Software Engineering (aswec 2008)","3 Apr 2008","2008","","","170","179","Performance testing is one of the vital activities spanning the whole life cycle of software engineering. While there are a considerable number of performance testing products and open source tools available, they are either too expensive and complicated for small projects, or too specific and simple for diverse performance tests. This paper presents a general-purpose testing framework for both simple and small, and complicated and large-scale performance testing. Our framework proposes an abstraction to facilitate performance testing by separating the application logic from the common performance testing functionalities. This leads to a set of general-purpose data models and components, which form the core of the framework. The framework has been prototyped on both .NET and Java platforms and was used for a number of performance-related projects.","2377-5408","978-0-7695-3100-7","10.1109/ASWEC.2008.4483205","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4483205","","Logic testing;Grinding machines;Java;Software testing;Automatic testing;Life testing;Australia;Software engineering;Data models;Prototypes","Java;program testing;software performance evaluation","performance testing framework;software engineering;performance testing product;general-purpose testing framework;general-purpose data model;.NET platform;Java platform","","7","","13","","3 Apr 2008","","","IEEE","IEEE Conferences"
"A flexible automatic test system for rotating-turbine machinery","L. F. Wang; K. C. Tan; X. D. Jiang; Y. B. Chen","Electr. & Comput. Eng. Dept., Nat. Univ. of Singapore, Singapore; Electr. & Comput. Eng. Dept., Nat. Univ. of Singapore, Singapore; Electr. & Comput. Eng. Dept., Nat. Univ. of Singapore, Singapore; Electr. & Comput. Eng. Dept., Nat. Univ. of Singapore, Singapore","IEEE Transactions on Automation Science and Engineering","17 Jan 2005","2005","2","1","1","18","The widespread applications of rotating machines, such as turbine machinery, in both industry and commercial life requires advanced technologies to efficiently and effectively test their operational status before they begin their practical productions in the plant. This paper discusses the development of a general flexible automatic test system (ATS) for turbine machinery. In order to meet the demanding test requirements for a large and diverse community of turbine machinery, the proposed automatic test system has a contemporary Windows interface, graphical interaction, and can be easily configured to include functions required by current and emerging test demands. The design and implementation of such a test system is approached from an object-oriented (OO) software engineering point of view for ease of operation, expansion, and maintenance. Practical implementation upon a real industrial plant shows the validity and effectiveness of the implemented ATS for improving the performance and quality of turbine machinery. The obtained test system delivers the performance to meet all rigorous test throughput requirements. Software design in the industrial automation arena becomes more challenging nowadays than ever, due to the increasingly complicated industrial processes and more demanding measurement tasks. This paper presents a flexible automatic test system (ATS) for rotating-turbine machinery based on the systematic object-oriented (OO) software engineering. In this OO method, the process of software development is divided into five major phases: requirement capture, analysis, design, programming, and testing. Requirement capture collects both functional and nonfunctional user requirements for developing the intended system. In the analysis phase, the objects in the problem domain are modeled, and the desired system operations are studied. In the design phase, the results obtained from the analysis phase are converted into a form that can be implemented using programming languages. In the design phase, the issues on how the structures are formed and how they collaborate with one another via interfaces are figured out. In the programming phase, the code for realizing the target system is developed. Finally, in the test phase, the system is tested against the specified requirements to ensure its correctness in both functionality and performance aspects. By adopting the OO software-development method, the flexible ATS for turbine machinery software is developed in an efficient manner. Meanwhile, other novel technologies such as configuration, database management, graphical user interface, Internet, multithreaded programming, and ActiveX Automation are all incorporated into the system development. The method discussed in the paper can be easily extended to the development of other software-intensive industrial automation systems.","1558-3783","","10.1109/TASE.2004.840075","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1381363","Automatic test system (ATS);condition monitoring;distributed system;object orientation;system integration;turbine machinery","Automatic testing;System testing;Turbines;Software testing;Computer industry;Software engineering;Automation;Rotating machines;Machinery production industries;Life testing","turbines;machinery;automatic test software;graphical user interfaces;object-oriented programming;mechanical engineering computing","flexible automatic test system;rotating turbine machinery;object oriented software engineering;Windows interface;industrial plant;condition monitoring;graphical user interface","","3","","31","","17 Jan 2005","","","IEEE","IEEE Journals"
"Georgia Tech Software Radio Laboratory","T. G. Pratt","Georgia Institute of Technology, Atlanta, Georgia 30332-0821, USA, thomas.pratt@gtri.gatech.edu","54th ARFTG Conference Digest","12 Mar 2007","2000","36","","1","4","The Georgia Tech Broadband Institute of the Georgia Institute of Technology is establishing a Software Radio Laboratory in the Georgia Center for Advanced Telecommunications Technology (GCATT). The laboratory, which is planned to be operational in early 2000, has been designed as a testbed for research, development, test, and evaluation of software radio concepts. The laboratory consists of waveform generators and communications signal sources, local area networking transceivers, radio frequency (RF) channel emulators with branch diversity and smart antenna emulation capabilities, and a multichannel programmable VME-based software radio platform. The software radio platform incorporates a programmable RF front-end, digital down-converters, and multiple Quad TI-C6x DSP boards to facilitate algorithm development for intermediate frequency (IF), baseband, and bitstream processing. The laboratory promises to have capability for addressing a broad spectrum of problems including the development and test of communications modulation techniques, access methods, traffic types, channel distortion effects, transmitter diversity, receiver signal processing algorithms, coding, power control, and many other diverse topics of research.","","978-1-6654-5036-2","10.1109/ARFTG.1999.327381","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4120060","","Software radio;Laboratories;Radio frequency;Software testing;Signal processing algorithms;Signal generators;RF signals;LAN emulation;Transceivers;Digital signal processing","","","","1","","3","","12 Mar 2007","","","IEEE","IEEE Conferences"
"A grid execution environment similarity metric","Wei Wang; Bin-Xing Fang","Dept. of Comput. Sci., Harbin Inst. of Technol., China; Dept. of Comput. Sci., Harbin Inst. of Technol., China","2005 International Conference on Machine Learning and Cybernetics","7 Nov 2005","2005","5","","3007","3012 Vol. 5","A program's behavior is always tightly related with the computing environment where it runs, especially for parallel programs running in grid. Debugging tries to locate the reason for incorrect program behavior by analyzing the states, which happen during a program's execution. In order to allow cyclic debugging, re-execution mechanisms are used most frequently. The dynamic characteristics of grid will hinder re-execution to work, because the behavior of a program will be various according to the current configuration of execution environment. By modeling grid environments with graphics, this paper proposes the metric to evaluate the similarity between grid applications execution environments. The GA based resource selection algorithm is presented to construct similar execution environments in grids. A serial of experiments shows that the similarity metrics is appropriate.","2160-1348","0-7803-9091-1","10.1109/ICMLC.2005.1527458","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1527458","Grid;parallel debugging;computing environment;resource management;similarity metric;genetic algorithm","Debugging;Grid computing;Machine learning algorithms;Concurrent computing;Graphics;Resource management;Software testing;Costs;Runtime;Distributed computing","grid computing;resource allocation;program debugging;program diagnostics;genetic algorithms","grid execution environment;similarity metric;computing environment;parallel programs;grid environments model;grid applications;resource selection algorithm;parallel debugging;resource management;genetic algorithm","","","","11","","7 Nov 2005","","","IEEE","IEEE Conferences"
"The Impact of Network Applications (Web, FTP and E-mail) and Network Profiles on the Self-Similar Parameter","M. R. Faustino; C. Goldemberg",NA; NA,"IEEE Latin America Transactions","19 Jun 2006","2005","3","4","54","59","Self-similarity is an important characteristic of modern network traffic, and an accurate traffic description must take this characteristic into account. This work analyzes traffic's self-similar behavior for the three most expressive application protocols used in IP networks (HTTP, FTP and SMTP) by varying the user profiles (in terms of the transferred file size and file inter-arrival times) and the network characteristics (with respect to the transfer delay and packages loss rate). The simulation results show that the intrinsic characteristics of application protocols, of the TCP transport protocol, and of user and network profiles affect the traffic self-similar characteristics in distinct ways. Experimental results also reveal that different quantities of contribution from different application protocols in the traffic load can also change traffic's self-similar characteristics.","1548-0992","","10.1109/TLA.2005.1642430","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1642430","FTP;http;Self-similarity;SMTP;TCP","Electronic mail;Programmable control;Hardware;DC motors;Irrigation;Choppers;IEC;Ethernet networks;Software testing;Impedance","","FTP;http;Self-similarity;SMTP;TCP","","","","19","IEEE","19 Jun 2006","","","IEEE","IEEE Journals"
"Efficient Online Testing for DNN-Enabled Systems using Surrogate-Assisted and Many-Objective Optimization","F. U. Haq; D. Shin; L. Briand","University of Luxembourg,Luxembourg; University of Luxembourg,Luxembourg; University of Luxembourg,Luxembourg","2022 IEEE/ACM 44th International Conference on Software Engineering (ICSE)","20 Jun 2022","2022","","","811","822","With the recent advances of Deep Neural Networks (DNNs) in real-world applications, such as Automated Driving Systems (ADS) for self-driving cars, ensuring the reliability and safety of such DNN-enabled Systems emerges as a fundamental topic in software testing. One of the essential testing phases of such DNN-enabled systems is online testing, where the system under test is embedded into a specific and often simulated application environment (e.g., a driving environment) and tested in a closed-loop mode in interaction with the environment. However, despite the importance of online testing for detecting safety violations, automatically generating new and diverse test data that lead to safety violations presents the following challenges: (1) there can be many safety requirements to be considered at the same time, (2) running a high-fidelity simulator is often very computationally-intensive, and (3) the space of all possible test data that may trigger safety violations is too large to be exhaustively explored. In this paper, we address the challenges by proposing a novel approach, called SAMOTA (Surrogate-Assisted Many-Objective Testing Approach), extending existing many-objective search algorithms for test suite generation to efficiently utilize surrogate models that mimic the simulator, but are much less expensive to run. Empirical evaluation results on Pylot, an advanced ADS composed of multiple DNNs, using CARLA, a high-fidelity driving simulator, show that SAMOTA is significantly more effective and efficient at detecting unknown safety requirement violations than state-of-the-art many-objective test suite generation algorithms and random search. In other words, SAMOTA appears to be a key enabler technology for online testing in practice.","1558-1225","978-1-4503-9221-1","10.1145/3510003.3510188","National Research Fund(grant numbers:BRIDGES2020/IS/14711346/FUNTASY); European Research Council(grant numbers:694277); National Research Foundation of Korea(grant numbers:2019R1A6A3A03033444); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9794023","DNN testing;online testing;many-objective search;surrogate-assisted optimization;self-driving cars","Software testing;Deep learning;Software algorithms;Neural networks;Safety;Software reliability;Optimization","","","","","","45","","20 Jun 2022","","","IEEE","IEEE Conferences"
"A Similarity Measure for OWL-S Annotated Web Services","Y. Ganjisaffar; H. Abolhassani; M. Neshati; M. Jamali","Sharif University of Technology, Iran; Sharif University of Technology, Iran; Institute for Studies in Theoretical Physics and Mathematics (IPM), Iran; Sharif University of Technology, Iran; Sharif University of Technology, Iran","2006 IEEE/WIC/ACM International Conference on Web Intelligence (WI 2006 Main Conference Proceedings)(WI'06)","15 Jan 2007","2006","","","621","624","Measuring semantic similarity of Web services has several benefits and most of the proposed service discovery algorithms are based on measuring the similarity of the requested service with each of the advertised services. In this paper, we propose a method for measuring the similarity of Web services which are annotated with OWL-S ontology. First, a semantic similarity measure for determining the similarity of OWL concepts is discussed and then based on this measure, the functional similarity of services is defined. Then it is showed that the precision of algorithms that only take into account the functional properties of services for measuring their similarity are low. Therefore the textual descriptions of Web services are also taken into account and the textual similarity of services is also calculated. Then it is showed how neural networks can be used for combining these two measures for a better compound measure. The proposed technique is applied to a sample test collection and experimental results are presented which demonstrate the effectiveness of the idea","","0-7695-2747-7","10.1109/WI.2006.26","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4061441","","Web services;OWL;Ontologies;Semantic Web;Physics;Mathematics;Neural networks;Software testing;Peer to peer computing;Software agents","knowledge representation languages;neural nets;ontologies (artificial intelligence);semantic Web;Web services","semantic similarity measure;OWL-S annotated Web services;service discovery algorithms;neural networks;OWL-S ontology","","22","","11","","15 Jan 2007","","","IEEE","IEEE Conferences"
"A Similarity Metric for the Inputs of OO Programs and Its Application in Adaptive Random Testing","J. Chen; F. Kuo; T. Y. Chen; D. Towey; C. Su; R. Huang","School of Computer Science and Communication Engineering, Jiangsu University, Zhenjiang, China; Department of Computer Science and Software Engineering, Swinburne University of Technology, Hawthorn, VIC, Australia; Department of Computer Science and Software Engineering, Swinburne University of Technology, Hawthorn, VIC, Australia; School of Computer Science, University of Nottingham Ningbo China, Ningbo, China; School of Computer Science and Communication Engineering, Jiangsu University, Zhenjiang, China; School of Computer Science and Communication Engineering, Jiangsu University, Zhenjiang, China","IEEE Transactions on Reliability","2 Jun 2017","2017","66","2","373","402","Random testing (RT) has been identified as one of the most popular testing techniques, due to its simplicity and ease of automation. Adaptive random testing (ART) has been proposed as an enhancement to RT, improving its fault-detection effectiveness by evenly spreading random test inputs across the input domain. To achieve the even spreading, ART makes use of distance measurements between consecutive inputs. However, due to the nature of object-oriented software (OOS), its distance measurement can be particularly challenging: Each input may involve multiple classes, and interaction of objects through method invocations. Two previous studies have reported on how to test OOS at a single-class level using ART. In this study, we propose a new similarity metric to enable multiclass level testing using ART. When generating test inputs (for multiple classes, a series of objects, and a sequence of method invocations), we use the similarity metric to calculate the distance between two series of objects, and between two sequences of method invocations. We integrate this metric with ART and apply it to a set of open-source OO programs, with the empirical results showing that our approach outperforms other RT and ART approaches in OOS testing.","1558-1721","","10.1109/TR.2016.2628759","National Natural Science Foundation of China(grant numbers:61202110,61502205); Postdoctoral Science Foundation of China(grant numbers:2015M571687,2015M581739); Australian Research Council(grant numbers:DP 120104773); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7790883","Adaptive random testing (ART);method invocation;object distance;object-oriented software (OOS) testing;test input distance","Subspace constraints;Measurement;Software;Power capacitors;Software testing;Computer science","object-oriented methods;program testing;public domain software","similarity metric;OO program inputs;adaptive random testing;ART;fault-detection effectiveness improvement;object-oriented software;distance measurement;single-class level;multiclass level testing;test input generation;multiple classes;method invocation sequence;open-source OO programs;OOS testing;object series","","19","","49","IEEE","19 Dec 2016","","","IEEE","IEEE Journals"
"A strategy of knowledge representation for uncertain problems: experiments and relations to similar concepts","T. Vamos; P. Koch; F. Katona","Comput. & Autom. Res. Inst., Hungarian Acad. of Sci., Budapest, Hungary; Comput. & Autom. Res. Inst., Hungarian Acad. of Sci., Budapest, Hungary; NA","IEEE Transactions on Systems, Man, and Cybernetics","6 Aug 2002","1995","25","10","1371","1383","Vamos (1995) outlined the general schemes of pattern representation of knowledge. Extensive experiments proved the feasibility of the methods, e.g., a twelve-year project in early brain developmental problems, a sociolegal project and a search for patterns in economy. All these are characterized by overwhelming soft-type knowledge. The paper presents an overview of these research efforts, discussing similarities to and differences from the pattern method.<<ETX>></ETX>","2168-2909","","10.1109/21.464444","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=464444","","Knowledge representation;Pediatrics;Humans;Software tools;Software testing;User interfaces;Knowledge acquisition;Bibliographies;Automation;Nervous system","knowledge representation;knowledge acquisition;man-machine systems","knowledge representation;uncertain problems;pattern representation;early brain developmental problems;sociolegal project;economy;soft-type knowledge;pattern method","","3","","85","IEEE","6 Aug 2002","","","IEEE","IEEE Journals"
"Selecting Products for High-strength T-wise Testing of Software Product Line by Multi-Objective Method","Y. Qian; C. Zhang; F. Wang","School of Computer Science and Technology, Anhui University, Hefei, China; School of Computer Science and Technology, Anhui University, Hefei, China; School of Computer Science and Technology, Anhui University, Hefei, China","2018 IEEE International Conference on Progress in Informatics and Computing (PIC)","6 May 2019","2018","","","370","378","Combinatorial interaction testing is a hot topic in software testing. This approach has been applied to model-based testing of Software Product Line (SPL). The strategy is to generate a set of product configurations to achieve high t-wise coverage for satisfying test objective. The number of valid combinations increases explosively with the increase of interaction strength. Therefore, how to choose the minimum number of product configuration to achieve maximum t-wise coverage is the complex problem in high-strength feature interaction. This paper introduces a multi-objective method to solve such problem. We use three objectives to decide product selection: t-wise coverage, number of products and similarity. Our method can generate a set of solutions quickly and the maximum t-wise coverage can be achieved with the smallest number of products.","","978-1-5386-7672-1","10.1109/PIC.2018.8706270","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8706270","software product line;testing;t-wise;similarity;multi-objective","","combinatorial mathematics;program testing;software product lines","product configuration;maximum t-wise coverage;high-strength feature interaction;multiobjective method;product selection;combinatorial interaction testing;software testing;high-strength t-wise testing;software product line;model-based testing","","","","28","","6 May 2019","","","IEEE","IEEE Conferences"
