"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A dynamic optimization strategy for evolutionary testing","Xiaoyuan Xie; Baowen Xu; Liang Shi; Changhai Nie; Yanxiang He","Dept. of Comput. Sci. & Eng., Southeast Univ., Nanjing, China; Dept. of Comput. Sci. & Eng., Southeast Univ., Nanjing, China; Dept. of Comput. Sci. & Eng., Southeast Univ., Nanjing, China; Dept. of Comput. Sci. & Eng., Southeast Univ., Nanjing, China; NA","12th Asia-Pacific Software Engineering Conference (APSEC'05)","20 Mar 2006","2005","","","8 pp.","","Evolutionary testing (ET) is an efficient technique of automated test case generation. ET uses a kind of metaheuristic search technique, genetic algorithm (GA), to convert the task of test case generation into an optimal problem. The configuration strategies of GA have notable influences upon the performance of ET. In this paper, represent a dynamic self-adaptation strategy for evolutionary structural testing. It monitors evolution process dynamically, detects the symptom of prematurity by analyzing the population, and adjusts the mutation possibility to recover the diversity of the population. The empirical results show that the strategy can greatly improve the performance of the ET in many cases. Besides, some valuable advices are provided for the configuration strategies of ET by the empirical study.","1530-1362","0-7695-2465-6","10.1109/APSEC.2005.6","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1607196","Software testing;evolutionary testing;structural testing;dynamic optimization","Automatic testing;Software testing;Evolution (biology);Computer science;Software engineering;Genetic algorithms;Genetic mutations;System testing;Delay;Laboratories","program testing;formal verification;genetic algorithms","dynamic optimization strategy;automated test case generation;metaheuristic search technique;genetic algorithm;evolutionary structural testing","","1","1","16","","20 Mar 2006","","","IEEE","IEEE Conferences"
"A Novel Mask-Coding Representation for Set Cover Problems with Applications in Test Suite Minimisation","S. Yoo","Centre for Res. on Search, King's Coll. London, London, UK","2nd International Symposium on Search Based Software Engineering","11 Nov 2010","2010","","","19","28","Multi-Objective Set Cover problem forms the basis of many optimisation problems in software testing because the concept of code coverage is based on the set theory. This paper presents Mask-Coding, a novel representation of solutions for set cover optimisation problems that explores the problem space rather than the solution space. The new representation is empirically evaluated with set cover problems formulated from real code coverage data. The results show that Mask-Coding representation can improve both the convergence and diversity of the Pareto-efficient solution set of the multi-objective set cover optimisation.","","978-1-4244-8341-9","10.1109/SSBSE.2010.12","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5635169","set-cover representation;search-based software engineering;test suite minimisation","Optimization;Space exploration;Search problems;Convergence;Greedy algorithms;Redundancy;Software testing","minimisation;program testing;set theory","mask-coding representation;test suite minimisation;multiobjective set cover problem;optimisation problems;software testing;code coverage;set theory;Pareto-efficient solution set","","13","","24","","11 Nov 2010","","","IEEE","IEEE Conferences"
"Constraint Handling in NSGA-II for Solving Optimal Testing Resource Allocation Problems","G. Zhang; Z. Su; M. Li; F. Yue; J. Jiang; X. Yao","School of Computer and Information, Hefei University of Technology, Hefei, China; School of Computer and Information, Hefei University of Technology, Hefei, China; CERCIA, School of Computer Science, University of Birmingham, Birmingham, U.K.; School of Computer and Information, Hefei University of Technology, Hefei, China; School of Computer and Information, Hefei University of Technology, Hefei, China; Department of Computer Science and Engineering, Shenzhen Key Lab of Computational Intelligence, Southern University of Science and Technology, Shenzhen, China","IEEE Transactions on Reliability","29 Nov 2017","2017","66","4","1193","1212","In software testing, optimal testing resource allocation problems (OTRAPs) are important when seeking a good tradeoff between reliability, cost, and time with limited resources. There have been intensive studies of OTRAPs using multiobjective evolutionary algorithms (MOEAs), but little attention has been paid to the constraint handling. This paper comprehensively investigates the effect of the constraint handling on the performance of nondominated sorting genetic algorithm II (NSGA-II) for solving OTRAPs, from both theoretical and empirical perspectives. The heuristics for individual repairs are first proposed to handle constraint violations in NSGA-II, based on which several properties are derived. Additionally, the Z-score based Euclidean distance is adopted to estimate the difference between solutions. Finally, the above methods are evaluated and the experiments show several results. 1) The developed heuristics for constraint handling are better than the Existing Strategy in terms of the capacity and coverage values. 2) The Z-score operation obtains better diversity values and reduces repeated solutions. 3) The modified NSGA-II for OTRAPs (called NSGA-II-TRA) performs significantly better than the existing MOEAs in terms of capacity and coverage values, which suggests that NSGA-II-TRA could obtain more and higher quality testing-time-allocation schemes, especially for large, complex datasets. 4) NSGA-II-TRA is robust according to the sensitivity analysis results.","1558-1721","","10.1109/TR.2017.2738660","National Natural Science Foundation of China(grant numbers:61573125,61329302,61371155); Engineering and Physical Sciences Research Council(grant numbers:EP/J017515/1); Anhui Provincial Natural Science Foundation(grant numbers:1608085MF131,1508085MF132,1508085QF129); Science and Technology Innovation Committee Foundation of Shenzhen(grant numbers:ZDSYS201703031748284); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8023833","Constraint handling;heuristics;multiobjective optimization;software reliability;testing-resource allocation","Software reliability;Software systems;Resource management;Software testing","constraint handling;genetic algorithms;program testing;resource allocation;software reliability","software testing;optimal testing resource allocation problems;multiobjective evolutionary algorithms;nondominated sorting genetic algorithm II;Z-score based Euclidean distance;NSGA-II-TRA;quality testing-time-allocation schemes;OTRAPs;MOEAs;heuristics;constraint violation handling","","15","","47","IEEE","31 Aug 2017","","","IEEE","IEEE Journals"
"Peer Instruction in Online Synchronous Software Engineering - Findings from fine-grained clicker data","B. Gopal; S. Cooper","University of Nebraska-Lincoln,Computer Science and Engineering,Lincoln,USA; University of Nebraska-Lincoln,Computer Science and Engineering,Lincoln,USA","2021 IEEE Frontiers in Education Conference (FIE)","20 Dec 2021","2021","","","1","8","In this Research Full paper, we present the results of a replication study in a semester-long, sophomore-level software engineering course utilizing Peer Instruction (PI). PI is an active learning pedagogy with roots in STEM Education. In this study, we examine the relationship between student response data from in-class PI correctness and students' performance on quizzes and exams. We worked with a fully remote, synchronous course offered over Zoom. The study we replicated was with an honors cohort of students with a diversity of undergraduate majors, while we focused on a non-honors course containing computing-related majors. Our intervention design included a flipped-classroom approach for each class session with required readings, reading quizzes, followed by PI in class using online breakout rooms for peer discussion. Our course modules were heavily based on industry practices and knowledge from the workforce, across several varied modules that encompass the complete software development lifecycle, and were as follows: Software Process Models (SPM), Software Architecture (SA), Databases (DB), User Interface/user Experience (UI/UX), Software Testing (ST), and Continuous Integration (CI). Our data points for analysis with fine-grained PI student response data were two-fold: scores from weekly online quizzes, and a summative final exam, administered online through a course management system (CMS), at different points during the semester after the PI sessions. The online quizzes and the online exam were timed, closed book/notes, and conducted during class periods. We analyzed and classified individual student responses before and after each question in each module and attempted to create response patterns for each module. We correlated these response patterns with exam and quiz scores using ANOVA techniques, on a variety of questions including Parson's problems. We report overall correctness on each type of vote, track student response patterns from in-class to quizzes and the exam, and quantify absolute percentages of students that demonstrate longer-term learning from the PI process. Our results show that 58% of students exhibited cognitive gains across all modules during PI sessions. Students who learn in class from PI perform well on the quizzes and the final exam, indicating persistence of the knowledge gained during PI several weeks after the actual sessions. We also found that those who fail to learn from the PI process in the class perform worse on quizzes and the final exam. Our results were consistent across all modules. More significantly, we found PI to be an effective way to teach our software engineering course based on student learning before and after PI, in a completely virtual environment, a result unique to our study. Based on our results, we discuss the implications for software engineering education, both in-person and virtual.","2377-634X","978-1-6654-3851-3","10.1109/FIE49875.2021.9637353","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9637353","Software Engineering Education;Peer Instruction;Active Learning;Online courses;Virtual Instruction;Cognitive gains using Peer Instruction;Fine-grained data analysis;student response data","Software testing;Knowledge engineering;Industries;Software architecture;Education;Virtual environments;Software","cognition;computer science education;educational courses;program testing;software architecture;statistical analysis;STEM;teaching;user interfaces","peer instruction;fine-grained clicker data;sophomore-level software engineering course;in-class PI correctness;fully remote course;synchronous course;nonhonors course;class session;online breakout rooms;course modules;software development lifecycle;software architecture;software testing;data points;fine-grained PI student response data;weekly online quizzes;summative final exam;course management system;PI sessions;online exam;student response patterns;PI process;student learning;software engineering education;online synchronous software engineering;STEM education;flipped-classroom approach;software process models;user interface;user experience;continuous integration;ANOVA techniques","","","","38","","20 Dec 2021","","","IEEE","IEEE Conferences"
"Black-Box String Test Case Generation through a Multi-Objective Optimization","A. Shahbazi; J. Miller","Department of Electrical and Computer Engineering, Edmonton, AB, Canada; Department of Electrical and Computer Engineering, Edmonton, AB, Canada","IEEE Transactions on Software Engineering","14 Apr 2016","2016","42","4","361","378","String test cases are required by many real-world applications to identify defects and security risks. Random Testing (RT) is a low cost and easy to implement testing approach to generate strings. However, its effectiveness is not satisfactory. In this research, black-box string test case generation methods are investigated. Two objective functions are introduced to produce effective test cases. The diversity of the test cases is the first objective, where it can be measured through string distance functions. The second objective is guiding the string length distribution into a Benford distribution based on the hypothesis that the population of strings is right-skewed within its range. When both objectives are applied via a multi-objective optimization algorithm, superior string test sets are produced. An empirical study is performed with several real-world programs indicating that the generated string test cases outperform test cases generated by other methods.","1939-3520","","10.1109/TSE.2015.2487958","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7293669","Adaptive random testing;automated test case generation;black-box testing;mutation;random testing;software testing;string distance;string test cases;Adaptive random testing;automated test case generation;black-box testing;mutation;random testing;software testing;string distance;string test cases","Sociology;Statistics;Biological cells;Subspace constraints;Testing;Power capacitors;Genetic algorithms","optimisation;program testing;security of data","black-box string test case generation;security risks;random testing;RT;objective functions;string distance functions;Benford distribution;multiobjective optimization algorithm","","21","","76","IEEE","7 Oct 2015","","","IEEE","IEEE Journals"
"The effect of testing on reliability of fault-tolerant software","P. Popov; B. Littlewood","Centre for Software Reliability, City Univ., London, UK; Centre for Software Reliability, City Univ., London, UK","International Conference on Dependable Systems and Networks, 2004","26 Jul 2004","2004","","","265","274","Previous models have investigated the impact upon diversity - and hence upon the reliability of fault-tolerant software built from 'diverse' versions - of the variation in 'difficulty' of demands over the demand space. These models are essentially static, taking a single snapshot view of the system. In this paper, we consider a generalisation in which the individual versions are allowed to evolve - and their reliability to grow - through debugging. In particular, we examine the trade-off that occurs in testing between, on the one hand, the increasing reliability of individual versions, and on the other hand the possible diminution of diversity.","","0-7695-2052-9","10.1109/DSN.2004.1311896","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1311896","","Software testing;Fault tolerance;Fault tolerant systems;Battery powered vehicles;Software reliability;Debugging;Stochastic processes;Parameter estimation;Computer industry;Hardware","program testing;software fault tolerance;reliability;program debugging","reliability testing;fault-tolerant software;software debugging;software testing","","9","","7","","26 Jul 2004","","","IEEE","IEEE Conferences"
"BRIX: meeting the requirements for online second language learning","M. Sawatpanit; D. Suthers; S. Fleming","eSpherical Inc., Washington, DC, USA; NA; NA","37th Annual Hawaii International Conference on System Sciences, 2004. Proceedings of the","26 Feb 2004","2004","","","10 pp.","","This paper describes the design and evaluation of BRIX, an environment for online learning of second languages. A needs analysis identified specific requirements of online language learning. Commercial course management systems were determined to be inadequate with respect to these requirements. BRIX was developed to address the need for a generic language learning environment that fulfils language educators' requirements focusing on reading, writing, and listening activities and can easily be customized for different language courses. The design of BRIX is based on pedagogic approaches and theories of teaching and learning second languages and on the results of analytic and empirical evaluation of test versions of the software. In this paper, we describe the needs analysis and the design of BRIX, and present an evaluation that compares the use and usability of a Chinese course in BRIX to a previous handcrafted version of the same course.","","0-7695-2056-1","10.1109/HICSS.2004.1265047","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1265047","","Natural languages;Writing;Distance learning;Education;Internet;Programming profession;World Wide Web;Software testing;Usability;Diversity reception","educational courses;distance learning","BRIX;online learning;second language learning;course management;language learning environment;language courses;Chinese course","","3","","20","","26 Feb 2004","","","IEEE","IEEE Conferences"
"Mitagation against MAI in a Space Time Spreading Software Defined Radio Test Bed","S. Wee; M. Ros; P. J. Vial","Univ. of Wollongong, Wollongong, NSW; Univ. of Wollongong, Wollongong, NSW; Univ. of Wollongong, Wollongong, NSW","2009 Sixth International Conference on Information Technology: New Generations","10 Jun 2009","2009","","","534","540","A software defined radio test bed using the Gnu Radio project was installed on Unix boxes and modified so that estimates of the channel state coefficients were taken for a multiple input multiple output (MIMO) system to take advantage of space time transmission at a frequency of 2.4 GHz. This system was modified to provide a space time spreading test bed. The test bed was modified so that multiple access interference was experienced by offsetting different users data streams. The Walsh-Hadamard and Wysocki (low correlation) spreading sequences were deployed in the test bed to compare their bit error rate performance. We confirmed that the low cross correlation spreading sequences experienced an improved bit error rate compared to that obtained when using the Walsh-Hadamard spreading sequence for high signal to noise ratios.","","978-1-4244-3770-2","10.1109/ITNG.2009.117","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5070674","Gnu Radio;Space Time Spreading;MIMO;Software Defined Radio","Software radio;Software testing;Sociotechnical systems;Multiple access interference;Diversity reception;Receiving antennas;System testing;MIMO;Bit error rate;Fading","error statistics;interference suppression;MIMO communication;software radio;Unix","space time spreading software defined radio test bed;Gnu Radio project;Unix boxes;channel state coefficients;multiple input multiple output system;Walsh-Hadamard spreading sequences;Wysocki spreading sequences;bit error rate;multiple access interference;signal to noise ratios","","2","","16","","10 Jun 2009","","","IEEE","IEEE Conferences"
"The Workflow Trace Archive: Open-Access Data From Public and Private Computing Infrastructures","L. Versluis; R. Mathá; S. Talluri; T. Hegeman; R. Prodan; E. Deelman; A. Iosup","Computer Science, Vrije Universiteit Amsterdam, HV Amsterdam, Netherlands; Institute of Computer Science, Universitat Innsbruck, Innsbruck, Tyrol, Austria; Computer Science, Vrije Universiteit Amsterdam, HV Amsterdam, Netherlands; Computer Science, Vrije Universiteit Amsterdam, HV Amsterdam, Netherlands; Institute of Software Technology, University of Klagenfurt, Klagenfurt am, Austria; Information Sciences Institute, University of Southern California, Los Angeles, CA, USA; Computer Science, Vrije Universiteit Amsterdam, HV Amsterdam, Netherlands","IEEE Transactions on Parallel and Distributed Systems","4 May 2020","2020","31","9","2170","2184","Realistic, relevant, and reproducible experiments often need input traces collected from real-world environments. In this work, we focus on traces of workflows-common in datacenters, clouds, and HPC infrastructures. We show that the state-of-the-art in using workflow-traces raises important issues: (1) the use of realistic traces is infrequent and (2) the use of realistic, open-access traces even more so. Alleviating these issues, we introduce the Workflow Trace Archive (WTA), an open-access archive of workflow traces from diverse computing infrastructures and tooling to parse, validate, and analyze traces. The WTA includes > 48 million workflows captured from > 10 computing infrastructures, representing a broad diversity of trace domains and characteristics. To emphasize the importance of trace diversity, we characterize the WTA contents and analyze in simulation the impact of trace diversity on experiment results. Our results indicate significant differences in characteristics, properties, and workflow structures between workload sources, domains, and fields.","1558-2183","","10.1109/TPDS.2020.2984821","Vidi MagnaData; European Union's Horizon 2020 Research and Innovation Programme(grant numbers:801091); National Science Foundation(grant numbers:1664162); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9066946","Workflow;open-source;open-access;traces;characterization;archive;survey;simulation","Cloud computing;Open source software;Testing;Labeling;Computational modeling;Task analysis;Tools","cloud computing;public domain software;resource allocation;workflow management software","datacenters;clouds infrastructures;workflow trace archive;workflow structures;trace diversity;trace domains;computing infrastructures;open-access traces;HPC infrastructures;open-access data","","6","","60","CCBY","14 Apr 2020","","","IEEE","IEEE Journals"
"Test Generation and Test Prioritization for Simulink Models with Dynamic Behavior","R. Matinnejad; S. Nejati; L. C. Briand; T. Bruckmann","SnT Centre for Security, Reliability, and Trust, University of Luxembourg, Luxembourg; SnT Centre for Security, Reliability, and Trust, University of Luxembourg, Luxembourg; SnT Centre for Security, Reliability, and Trust, University of Luxembourg, Luxembourg; Delphi Automotive Systems, Luxembourg","IEEE Transactions on Software Engineering","17 Sep 2019","2019","45","9","919","944","All engineering disciplines are founded and rely on models, although they may differ on purposes and usages of modeling. Among the different disciplines, the engineering of Cyber Physical Systems (CPSs) particularly relies on models with dynamic behaviors (i.e., models that exhibit time-varying changes). The Simulink modeling platform greatly appeals to CPS engineers since it captures dynamic behavior models. It further provides seamless support for two indispensable engineering activities: (1) automated verification of abstract system models via model simulation, and (2) automated generation of system implementation via code generation. We identify three main challenges in the verification and testing of Simulink models with dynamic behavior, namely incompatibility, oracle and scalability challenges. We propose a Simulink testing approach that attempts to address these challenges. Specifically, we propose a black-box test generation approach, implemented based on meta-heuristic search, that aims to maximize diversity in test output signals generated by Simulink models. We argue that in the CPS domain test oracles are likely to be manual and therefore the main cost driver of testing. In order to lower the cost of manual test oracles, we propose a test prioritization algorithm to automatically rank test cases generated by our test generation algorithm according to their likelihood to reveal a fault. Engineers can then select, according to their test budget, a subset of the most highly ranked test cases. To demonstrate scalability, we evaluate our testing approach using industrial Simulink models. Our evaluation shows that our test generation and test prioritization approaches outperform baseline techniques that rely on random testing and structural coverage.","1939-3520","","10.1109/TSE.2018.2811489","H2020 European Research Council(grant numbers:694277); Delphi Automotive Systems, Luxembourg; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8305644","Simulink models;search-based software testing;test generation;test prioritization;test oracle;output diversity;signal features;structural coverage","Software packages;Testing;Tools;Computational modeling;Vehicle dynamics;Scalability","computer simulation;cyber-physical systems;program compilers;program testing;program verification;search problems","industrial Simulink models;random testing;Simulink modeling platform;dynamic behavior models;abstract system models;code generation;Simulink testing approach;black-box test generation approach;test output signals;CPS domain test oracles;test budget;cyber physical systems;automated verification;automated generation;meta-heuristic search;cost driver;test prioritization approach;structural coverage","","29","","124","IEEE","1 Mar 2018","","","IEEE","IEEE Journals"
"Achieving dependability throughout the development process: a distributed software experiment","J. P. J. Kelly; S. C. Murphy","Dept. of Electr. & Comput. Eng., California Univ., Santa Barbara, CA, USA; NA","IEEE Transactions on Software Engineering","6 Aug 2002","1990","16","2","153","165","Distributed software engineering techniques and methods for improving the specification and testing phases are considered. To examine these issues, an experiment was performed using the design diversity approach in the specification, design, implementation, and testing of distributed software. In the experiment, three diverse formal specifications were used to produce multiple independent implementations of a distributed communication protocol in Ada. The problems encountered in building complex concurrent processing systems in Ada were also studied. Many pitfalls were discovered in mapping the formal specifications into Ada implementations.<<ETX>></ETX>","1939-3520","","10.1109/32.44379","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=44379","","Software testing;Automatic testing;Fault tolerance;Software engineering;Formal specifications;Hardware;Fault detection;Software performance;Protocols;Buildings","Ada;computer communications software;data communication systems;distributed processing;formal specification;program testing;protocols","distributed software engineering;B/B testing;automated testing;software testing;dependability;multiple independent implementations;distributed communication protocol;Ada;complex concurrent processing systems","","18","","29","","6 Aug 2002","","","IEEE","IEEE Journals"
"Ate software, whence - whither","R. T. Oishi","RLG Associates, Inc.","International Automatic Testing Conference AUTOTESTCON '78.","10 Dec 2002","1978","","","210","214","Standardization efforts within ATE software have been aimed pri marily at the languages used to prepare test programs. In the future the diversity of computer con figurations available to ATE will increase tremendously. To take full advantage of this diversity in a coherent manner will require some standardization of operating system features. The primary goal of such standardization should be the operator to computer interface. Given such standardization a wide range of possibilities become available without the disadvantages that diverse operator interfaces impose.","","","10.1109/AUTEST.1978.764367","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=764367","","Standardization;Operating systems;System testing;Programming profession;Costs;Control systems;System software;Manufacturing;Software testing;Computer interfaces","","","","","","","","10 Dec 2002","","","IEEE","IEEE Conferences"
"Georgia Tech Software Radio Laboratory","T. G. Pratt","Georgia Institute of Technology, Atlanta, Georgia 30332-0821, USA, thomas.pratt@gtri.gatech.edu","54th ARFTG Conference Digest","12 Mar 2007","2000","36","","1","4","The Georgia Tech Broadband Institute of the Georgia Institute of Technology is establishing a Software Radio Laboratory in the Georgia Center for Advanced Telecommunications Technology (GCATT). The laboratory, which is planned to be operational in early 2000, has been designed as a testbed for research, development, test, and evaluation of software radio concepts. The laboratory consists of waveform generators and communications signal sources, local area networking transceivers, radio frequency (RF) channel emulators with branch diversity and smart antenna emulation capabilities, and a multichannel programmable VME-based software radio platform. The software radio platform incorporates a programmable RF front-end, digital down-converters, and multiple Quad TI-C6x DSP boards to facilitate algorithm development for intermediate frequency (IF), baseband, and bitstream processing. The laboratory promises to have capability for addressing a broad spectrum of problems including the development and test of communications modulation techniques, access methods, traffic types, channel distortion effects, transmitter diversity, receiver signal processing algorithms, coding, power control, and many other diverse topics of research.","","978-1-6654-5036-2","10.1109/ARFTG.1999.327381","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4120060","","Software radio;Laboratories;Radio frequency;Software testing;Signal processing algorithms;Signal generators;RF signals;LAN emulation;Transceivers;Digital signal processing","","","","1","","3","","12 Mar 2007","","","IEEE","IEEE Conferences"
"Good Things Come In Threes: Improving Search-based Crash Reproduction With Helper Objectives","P. Derakhshanfar; X. Devroey; A. Zaidman; A. van Deursen; A. Panichella","Delft University of Technology,Delft,The Netherlands; Delft University of Technology,Delft,The Netherlands; Delft University of Technology,Delft,The Netherlands; Delft University of Technology,Delft,The Netherlands; Delft University of Technology,Delft,The Netherlands","2020 35th IEEE/ACM International Conference on Automated Software Engineering (ASE)","24 Dec 2020","2020","","","211","223","Writing a test case reproducing a reported software crash is a common practice to identify the root cause of an anomaly in the software under test. However, this task is usually labor-intensive and time-taking. Hence, evolutionary intelligence approaches have been successfully applied to assist developers during debugging by generating a test case reproducing reported crashes. These approaches use a single fitness function called Crash Distance to guide the search process toward reproducing a target crash. Despite the reported achievements, these approaches do not always successfully reproduce some crashes due to a lack of test diversity (premature convergence). In this study, we introduce a new approach, called MOHO, that addresses this issue via multi-objectivization. In particular, we introduce two new Helper-Objectives for crash reproduction, namely test length (to minimize) and method sequence diversity (to maximize), in addition to Crash Distance. We assessed MO-HO using five multi-objective evolutionary algorithms (NSGA-II, SPEA2, PESA-II, MOEA/D, FEMO) on 124 non-trivial crashes stemming from open-source projects. Our results indicate that SPEA2 is the best-performing multi-objective algorithm for MO-HO. We evaluated this best-performing algorithm for MO-HO against the state-of-the-art: single-objective approach (Single-Objective Search) and decomposition-based multi-objectivization approach (De-MO). Our results show that MO-HO reproduces five crashes that cannot be reproduced by the current state-of-the-art. Besides, MO-HO improves the effectiveness (+10% and +8% in reproduction ratio) and the efficiency in 34.6% and 36% of crashes (i.e., significantly lower running time) compared to Single-Objective Search and De-MO, respectively. For some crashes, the improvements are very large, being up to +93.3% for reproduction ratio and -92% for the required running time.","2643-1572","978-1-4503-6768-4","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9285999","crash reproduction;search-based software testing;multi-objective evolutionary algorithms","Evolutionary computation;Writing;Search problems;Computer crashes;Task analysis;Open source software;Software engineering","evolutionary computation;genetic algorithms;Pareto optimisation;program debugging;program testing","test length;helper-objectives;test diversity;target crash;search process;fitness function;evolutionary intelligence approaches;software crash;helper objectives;search-based crash reproduction;reproduction ratio;single-objective search;multiobjective algorithm;nontrivial crashes;SPEA2;multiobjective evolutionary algorithms;MO-HO;crash distance","","","","47","","24 Dec 2020","","","IEEE","IEEE Conferences"
"Making Sense of Software Development and Personality Types","L. F. Capretz; F. Ahmed","University of Western Ontario, Canada; United Arab Emirates University","IT Professional","2 Feb 2010","2010","12","1","6","13","It's common sense to state that the production of any software product involves a human element, at least to some extent. We all have different personality traits, and the way we perceive, plan, and execute any activity is influenced by these characteristics. Typically, software development is a product of teamwork, involving several people performing various tasks. The success and failure of software projects reveal the human factor as one of vital importance. Not everyone can excel at every task, thus better results are achieved if people with particular personality traits are assigned to different aspects of a project, especially the roles best suited to their ability. The authors mapped some opposing psychological traits, such as extroversion-introversion, sensing-intuition, thinking-feeling, and judging-perceiving, to the main stages of a software development life cycle. Consequently, they concluded that assigning a person with specific psychological characteristics to the stage of the software life cycle best suited for his or her traits increases the chances of a successful outcome for the project.","1941-045X","","10.1109/MITP.2010.33","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5403172","IT workforce;human factors in software engineering;software psychology;personality types;diversity in software development;MBTI","Programming;Software engineering;Psychology;Software testing;Decision making;Teamwork;Production;Human factors","human factors;product life cycle management;project management;psychology;software development management;software reusability","software product;personality traits;teamwork;software projects;human factor;psychological traits;extroversion;introversion;intuition sensing;thinking-feeling;judging-perceiving;software development life cycle","","110","","13","","2 Feb 2010","","","IEEE","IEEE Magazines"
"PODS — A project on diverse software","P. G. Bishop; D. G. Esp; M. Barnes; P. Humphreys; G. Dahll; J. Lahti","Central Electricity Research Laboratories, UK Central Electricity Generating Board, Surrey KT22 7SE, England; Central Electricity Research Laboratories, UK Central Electricity Generating Board, Surrey KT22 7SE, England; UK Atomic Energy Authority; UK Atomic Energy Authority; Institute for Energy; Technical Research Center of Finland","IEEE Transactions on Software Engineering","26 Sep 2012","1986","SE-12","9","929","940","A review of the Project on Diverse Software (PODS), a collaborative software reliability research project, is presented. The purpose of the project was to determine the effect of a number of different software development techniques on software reliability. The main objectives were to evaluate the merits of using diverse software, evaluate the specification language X-SPEX, and compare the productivity and reliability associated with high-level and low-level languages. A secondary objective was to monitor the software development process, with particular reference to the creation and detection of software faults. To achieve these objectives, an experiment was performed which simulated a normal software development process to produce three diverse programs to the same requirement. The requirement was for a reactor over-power protection (trip) system. After careful independent development and testing, the three programs were tested against each other in a special test harness to locate residual faults. The conclusions drawn from this project are discussed.","1939-3520","","10.1109/TSE.1986.6313048","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6313048","Fault classification;n-version programming;PODS;programming languages;reactor protection;software diversity;software faults;software reliability;specification languages;X","Software;Testing;Inductors;Specification languages;Software reliability;Documentation;Quality assurance","software reliability;specification languages","diverse software;Project on Diverse Software;PODS;software reliability research project;software development techniques;software reliability;diverse software;specification language X-SPEX;software development process;software faults;reactor over-power protection","","63","","","","26 Sep 2012","","","IEEE","IEEE Journals"
"Architecting Distributed PXI Test Systems","S. Stock","National Instruments, 11500 N Mopac Expwy, Austin, TX 78759 (512)683-5624. spencer.stock@ni.com","2006 IEEE Autotestcon","15 Jan 2007","2006","","","547","551","The popularity of distributed test systems is growing for a number of reasons, which include the distribution of processing among multiple intelligent nodes in order to increase computing power and I/O bandwidth and geographic constraints that prohibit all of the components of a system from residing in a single location. This paper will examine the features of the PXI platform that enable the architecting of distributed test systems. These features include software frameworks that easily interface with both local and distributed hardware, integration resources for PXI systems with a diversity of instruments and hybrid test systems, and hardware synchronization resources that enable distributed synchronization down to the sub- nanosecond level by extending the PXI backplane across multiple distributed PXI systems or synchronization over significant distances with technologies such as GPS. This paper will also examine distributed system design techniques for communication and data transfer between intelligent nodes and discuss dedicated deterministic communication for advanced distributed PXI test systems.","1558-4550","1-4244-0051-1","10.1109/AUTEST.2006.283724","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4062437","","System testing;Instruments;Software testing;Hardware;Control systems;Ethernet networks;Software architecture;Application software;Software measurement;Distributed computing","automatic testing;peripheral interfaces;synchronisation","architecting distributed;PXI test systems;distributed test systems;software frameworks;local hardware;distributed hardware;hybrid test systems;hardware synchronization;distributed synchronization;distributed system design;data transfer","","4","","3","","15 Jan 2007","","","IEEE","IEEE Conferences"
